epoch,train_loss,val_avg_RMSE,val_avg_R2,test_avg_RMSE,test_avg_R2,val_PM2.5_RMSE,val_PM2.5_R2,test_PM2.5_RMSE,test_PM2.5_R2,test_PM2.5_Spearman,val_PM10_RMSE,val_PM10_R2,test_PM10_RMSE,test_PM10_R2,test_PM10_Spearman,val_AQI_RMSE,val_AQI_R2,test_AQI_RMSE,test_AQI_R2,test_AQI_Spearman
1,0.03906213371179153,85.25703025745611,0.08906114101409912,84.80568557869894,0.0997671087582906,45.960934180052575,0.039987027645111084,45.098335482379504,0.04366964101791382,0.19463021024926985,104.61656645370512,0.15343338251113892,104.79293664323231,0.1698557734489441,0.357209572633661,105.19359013861063,0.07376301288604736,104.52578461048499,0.08577591180801392,0.2753716085703308
2,0.02481443023539542,81.34546042450431,0.16495579481124878,80.63719625237239,0.18026185035705566,44.52472951165383,0.09904724359512329,43.53404709920659,0.10886192321777344,0.25766979391218103,98.71079126671005,0.24631565809249878,98.54427245057168,0.26590496301651,0.42384581910966734,100.80086049514905,0.14950448274612427,99.83326920733889,0.16601866483688354,0.33100882973034745
3,0.022304945433339506,78.63963514272463,0.2157439390818278,77.91458546604085,0.230686088403066,43.49839341277086,0.14010411500930786,42.5148497724251,0.1500992774963379,0.3292323593615818,94.76996718205352,0.3052930235862732,94.47764492526791,0.3252425789833069,0.4986236746070197,97.6505448333495,0.20183467864990234,96.75126170042952,0.21671640872955322,0.39305793520199395
4,0.02057702211131857,74.60348848140643,0.2908044656117757,74.22231262009093,0.2995198170344035,41.66155958284567,0.2111935019493103,40.75453956453425,0.21902185678482056,0.39370792526280046,89.09983866427594,0.3859354257583618,89.33311955820193,0.396726131439209,0.5489861949819628,93.04906719709768,0.27528446912765503,92.57927873753663,0.2828114628791809,0.44795194713913244
5,0.018689324868094062,72.24872704370024,0.33267758289972943,72.0628681884035,0.33796989917755127,40.5994616242591,0.25089967250823975,39.74590006863129,0.25720053911209106,0.41734959655824627,85.68660819648979,0.43208134174346924,86.12903938731263,0.43922489881515503,0.5895820465023035,90.46011131035186,0.31505173444747925,90.31366510926655,0.3174842596054077,0.47941525510490524
6,0.017464896881652044,69.26970863135959,0.38425978024800617,69.01105903904737,0.3905632098515828,39.18844384329869,0.3020641803741455,38.302078198655714,0.3101866841316223,0.44866846821739764,81.40143939720906,0.4874640107154846,81.65080528633045,0.4960232973098755,0.6144578087893806,87.219242653571,0.3632511496543884,87.08029363215594,0.36547964811325073,0.5156820902199167
7,0.016500425606620375,66.31035261873855,0.43172027667363483,65.95295200199472,0.43930437167485553,38.02725527243174,0.34281235933303833,37.109746708664694,0.35246551036834717,0.48563575290768335,77.10215106739078,0.5401743650436401,77.23512574235572,0.5490595102310181,0.6389969431494706,83.80165151639316,0.4121741056442261,83.51398355496372,0.4163880944252014,0.5531603323520866
8,0.015038190318329125,65.16275375591333,0.45185903708140057,65.05555293018593,0.4561394850413005,37.268268381090635,0.36878418922424316,36.378053727058436,0.37774866819381714,0.5225202533457995,75.71389403537503,0.5565840005874634,76.35560374102381,0.5592712759971619,0.6543134446119798,82.50609885127432,0.4302089214324951,82.43300132247552,0.43139851093292236,0.5811549182281464
9,0.01397701356835228,60.95858305386542,0.5137107769648234,61.27126093904817,0.5139569242795309,35.76960782214421,0.41852933168411255,34.73716004635292,0.43261802196502686,0.5322428853953987,69.65567518829675,0.6247045993804932,71.18026672536251,0.6169912219047546,0.6710542118039169,77.45046615115528,0.4978983998298645,77.89635604542904,0.49226152896881104,0.5994072267287996
10,0.013186856504222475,59.72437869164162,0.5303032795588175,59.96771082703513,0.5305025776227316,35.41324125592008,0.4300578236579895,34.51352415516814,0.4399000406265259,0.5639945931504818,67.52648858156516,0.6472975015640259,68.91486269870418,0.6409827470779419,0.6745324185954482,76.23340623743964,0.5135545134544373,76.47474562723305,0.5106249451637268,0.6173458344794815
