epoch,train_loss,val_loss,fold
17,0.07655493446902649,0.13506780202324326,2
18,0.07043419819459454,0.10626454406359175,2
19,0.06827770220535295,0.1155214855061458,2
20,0.06617680367350846,0.09795475556506766,2
21,0.06220344364273924,0.09862160222890141,2
22,0.05720696689745596,0.08779319479793042,2
23,0.0559895806820006,0.09951196020250921,2
24,0.0527845145798884,0.08991068319694416,2
25,0.05301477505850631,0.09148185295766001,2
26,0.05166702767884409,0.10789206832110344,2
27,0.048919590215223865,0.10259693478410309,2
28,0.048119469453488384,0.08735944253501592,2
29,0.04409603794684281,0.09025418963115495,2
30,0.0428782667595524,0.07959440407586528,2
31,0.04157955499013533,0.08802050051724052,2
32,0.041869845073502346,0.09349584707000234,2
33,0.04053884361207754,0.087581189986956,2
34,0.03903258948477807,0.1024533596124735,2
35,0.037644744196252244,0.08080803347868962,2
36,0.03629591162022841,0.07983113738062146,2
37,0.036547220324644365,0.08927567118594239,2
38,0.03633647661253407,0.08275386425960171,2
39,0.03541184856078109,0.0790890615332771,2
40,0.03377532645187399,0.07984276862630436,2
41,0.033226281387714655,0.07934302996072146,2
42,0.03221174643735762,0.07637167416580089,2
43,0.03184802840287621,0.08213975309050298,2
44,0.03144212437558684,0.07446474519868691,2
45,0.03128938361801006,0.07165384594653104,2
46,0.030870780243899103,0.07937671299520377,2
47,0.03084850091453608,0.07232262019638543,2
48,0.02998044027166592,0.07285242130862432,2
49,0.02993381088431757,0.07356343899962602,2
50,0.028834630315703852,0.0709617059040177,2
51,0.02908833752814177,0.06962451431900263,2
52,0.02723799195761482,0.07356649165687797,2
53,0.025687306959953932,0.0752028434931695,2
54,0.027433150292684633,0.06849731346340598,2
55,0.026714538488335705,0.06600087518627579,2
56,0.0266320388764143,0.07031080052927807,2
57,0.02635079383145313,0.06907334274335487,2
58,0.02564822318586143,0.069431945111032,2
59,0.024232955725007766,0.07019083260617277,2
60,0.02507374202413065,0.0700753672837137,2
1,0.8382585066798571,0.647981686769305,3
2,0.5580833882496163,0.47270535697808136,3
3,0.3868317658769655,0.43046407186770225,3
4,0.31287714637614583,0.33943513827817934,3
5,0.23046250396349408,0.2620387571352022,3
6,0.19370006618870272,0.23365724563330142,3
7,0.1765936922013491,0.22474232886557108,3
8,0.15136049263313547,0.17496739938720926,3
9,0.13517824474822832,0.1647365729215446,3
10,0.12432885866377268,0.15978813768775613,3
11,0.11136008201687185,0.16265004121505464,3
12,0.10402791676958939,0.13870216973193056,3
13,0.09366739620999978,0.12535309657320245,3
14,0.08712846280688101,0.1802912247073543,3
15,0.08348094628335119,0.13215058072059005,3
16,0.07776401035051357,0.14312665030225977,3
17,0.0720502038628937,0.11409864732408309,3
18,0.06625442656579318,0.13379229246093347,3
19,0.064524446395939,0.1186795322946063,3
20,0.06203629847548835,0.10593561427080417,3
21,0.059098896411088134,0.13198389159935014,3
22,0.05589664651097746,0.09433515695435507,3
23,0.05130190250405052,0.10147909694225402,3
24,0.052430678863783144,0.10808043056041808,3
25,0.04824203864444752,0.09464609970313471,3
26,0.04941607687857237,0.10049976640053697,3
27,0.04735473480478332,0.09020598620377682,3
28,0.044167072554160886,0.0864826804614282,3
29,0.04321214964462293,0.09107237389764271,3
30,0.04259870185827216,0.08362794836966304,3
31,0.04173645704800078,0.08896017071228844,3
32,0.03966437578872518,0.08528156845352135,3
33,0.039210227376840136,0.08772869290666538,3
34,0.03927287747580055,0.08304906522368526,3
35,0.038181294003283385,0.08840684520567323,3
36,0.036607315113583394,0.08538267887323289,3
37,0.0359543245243798,0.08014833477434812,3
38,0.03402984570627948,0.09114932696762923,3
39,0.03263429064001586,0.08324810662852214,3
40,0.032373882133748616,0.08081506467885799,3
41,0.03392721972688361,0.08493914174939599,3
42,0.032474137687434755,0.08208832383021578,3
43,0.03126397595094802,0.07990477989251549,3
44,0.029591182783783018,0.07906856990276694,3
45,0.029829074523772474,0.0781852471063266,3
46,0.03025036114729471,0.07950581373596513,3
47,0.029911281964699696,0.08622333561783438,3
48,0.02800367743213166,0.08019671258558561,3
49,0.028376780223806162,0.0795402289074552,3
50,0.027848025859409088,0.07714838516134936,3
51,0.026394327255049803,0.07410409632096956,3
52,0.02678441342285222,0.07392202693599838,3
53,0.026626087754528533,0.07243355430729755,3
54,0.026418350678910543,0.07514638745704212,3
55,0.025315161601447308,0.07316005184642367,3
56,0.025586024115516526,0.07922174078454305,3
57,0.02471844495802715,0.07833904732723494,3
58,0.0240415121671987,0.07949474118314348,3
59,0.02393574609949782,0.07704576448881412,3
60,0.023770692057672654,0.0722577486455709,3
