target,R2,RMSE,MAE,split_mode,model,embedding_dim,engineered_dim,input_dim,train_rows,val_rows,test_rows,best_epoch,best_val_loss,model_seed,split_seed
PM2.5,0.9436326026916504,11.044100703061135,5.457231044769287,random,t7_multimodal_lstm_no_pm_inputs,4096,112,4208,18059,3187,5312,67,0.020990142240547217,42,42
PM10,0.9632200002670288,22.086002442865254,10.481614112854004,random,t7_multimodal_lstm_no_pm_inputs,4096,112,4208,18059,3187,5312,67,0.020990142240547217,42,42
aqi,0.9519348740577698,24.010782998380385,12.124592781066895,random,t7_multimodal_lstm_no_pm_inputs,4096,112,4208,18059,3187,5312,67,0.020990142240547217,42,42
Average,0.952929159005483,19.04696204810226,9.354479312896729,random,t7_multimodal_lstm_no_pm_inputs,4096,112,4208,18059,3187,5312,67,0.020990142240547217,42,42
