experiment,feature_set,model,n_features,n_rows,n_splits,MAE,RMSE,R2,Spearman,Bias,mode,log_target,base_model,residual_model,n_base_features,n_residual_features
residual_raw_source_base-et_leaf2_res-hgb_slow_log1p,raw_source,base_et_leaf2_res_hgb_slow,149,281,5,5.841350825097033,9.908645692245228,0.6361173361399721,0.7493661370052677,-0.25791171049708667,residual_fusion,True,et_leaf2,hgb_slow,12.0,137.0
residual_all_source_base-et_leaf2_res-hgb_slow_log1p,all_source,base_et_leaf2_res_hgb_slow,188,281,5,5.998354088673892,9.988978023473592,0.6301932092736267,0.7440724074895346,-0.2755972866634656,residual_fusion,True,et_leaf2,hgb_slow,12.0,176.0
residual_all_source_base-et_leaf2_res-et_leaf2_log1p,all_source,base_et_leaf2_res_et_leaf2,188,281,5,5.8251320543333085,10.054852804080435,0.6252995618418649,0.7728136594230332,-0.36862788963990584,residual_fusion,True,et_leaf2,et_leaf2,12.0,176.0
residual_raw_source_base-et_leaf2_res-et_leaf3_log1p,raw_source,base_et_leaf2_res_et_leaf3,149,281,5,5.8011276639030624,10.056224332722719,0.6251973331084874,0.7735113413882247,-0.366143751088585,residual_fusion,True,et_leaf2,et_leaf3,12.0,137.0
residual_all_source_base-et_leaf2_res-et_leaf3_log1p,all_source,base_et_leaf2_res_et_leaf3,188,281,5,5.816359341829146,10.06210655502314,0.6247587356138629,0.7739434715356575,-0.3525865482799378,residual_fusion,True,et_leaf2,et_leaf3,12.0,176.0
residual_raw_source_base-et_leaf2_res-et_leaf2_log1p,raw_source,base_et_leaf2_res_et_leaf2,149,281,5,5.807813923744693,10.06796225111389,0.624321861256041,0.7746508885980377,-0.39252214419363074,residual_fusion,True,et_leaf2,et_leaf2,12.0,137.0
residual_raw_source_base-et_leaf2_res-hgb_slow_raw,raw_source,base_et_leaf2_res_hgb_slow,149,281,5,6.078291112712882,10.158369889021571,0.6175445875770452,0.7474261484710488,0.4127362517757999,residual_fusion,False,et_leaf2,hgb_slow,12.0,137.0
residual_all_source_base-et_leaf2_res-hgb_slow_raw,all_source,base_et_leaf2_res_hgb_slow,188,281,5,6.124283881607168,10.202903178640437,0.6141839438652289,0.7478279916494498,0.4031481543510528,residual_fusion,False,et_leaf2,hgb_slow,12.0,176.0
residual_all_source_base-et_leaf2_res-rf_leaf2_log1p,all_source,base_et_leaf2_res_rf_leaf2,188,281,5,6.009114867726626,10.207178293655746,0.6138605548170742,0.7631607697216841,-0.2918983487576446,residual_fusion,True,et_leaf2,rf_leaf2,12.0,176.0
residual_raw_source_base-et_leaf2_res-rf_leaf2_log1p,raw_source,base_et_leaf2_res_rf_leaf2,149,281,5,5.9859122998338155,10.23454248748319,0.611787394552328,0.7606766974223625,-0.3009767795640886,residual_fusion,True,et_leaf2,rf_leaf2,12.0,137.0
residual_raw_source_base-et_leaf2_res-et_leaf2_raw,raw_source,base_et_leaf2_res_et_leaf2,149,281,5,6.014244948319052,10.27572380677319,0.6086569622149733,0.7733409771874221,0.3714382882483536,residual_fusion,False,et_leaf2,et_leaf2,12.0,137.0
residual_all_source_base-et_leaf2_res-et_leaf2_raw,all_source,base_et_leaf2_res_et_leaf2,188,281,5,6.030992650709893,10.279451082756143,0.6083730098477247,0.7730332399485119,0.38356915957288457,residual_fusion,False,et_leaf2,et_leaf2,12.0,176.0
residual_all_source_base-et_leaf2_res-et_leaf3_raw,all_source,base_et_leaf2_res_et_leaf3,188,281,5,6.003891746950961,10.30205550872833,0.6066487472336601,0.7752560871399364,0.4039348519427535,residual_fusion,False,et_leaf2,et_leaf3,12.0,176.0
residual_raw_source_base-et_leaf2_res-et_leaf3_raw,raw_source,base_et_leaf2_res_et_leaf3,149,281,5,6.027905470545861,10.331082578515339,0.604429011628649,0.7711776222565954,0.41484588462937605,residual_fusion,False,et_leaf2,et_leaf3,12.0,137.0
residual_raw_source_base-et_leaf3_res-et_leaf2_raw,raw_source,base_et_leaf3_res_et_leaf2,149,281,5,6.336621873810548,10.355878712663944,0.6025278744912751,0.7335114495559714,0.21061720056539415,residual_fusion,False,et_leaf3,et_leaf2,12.0,137.0
residual_raw_source_base-et_leaf3_res-et_leaf3_raw,raw_source,base_et_leaf3_res_et_leaf3,149,281,5,6.314488351568479,10.364005178558873,0.6019038210233193,0.7394114592910684,0.31241928125847296,residual_fusion,False,et_leaf3,et_leaf3,12.0,137.0
residual_all_source_base-et_leaf2_res-rf_leaf2_raw,all_source,base_et_leaf2_res_rf_leaf2,188,281,5,6.144896199099687,10.408551975511449,0.5984742546562243,0.7607432205864855,0.3962953771532242,residual_fusion,False,et_leaf2,rf_leaf2,12.0,176.0
residual_raw_source_base-et_leaf3_res-et_leaf2_log1p,raw_source,base_et_leaf3_res_et_leaf2,149,281,5,6.238895003627592,10.421102071330337,0.5975053927846634,0.742054538177806,-0.14442934181324035,residual_fusion,True,et_leaf3,et_leaf2,12.0,137.0
residual_raw_source_base-et_leaf3_res-et_leaf3_log1p,raw_source,base_et_leaf3_res_et_leaf3,149,281,5,6.236819651369767,10.431752349202057,0.5966822802473631,0.7483115014764896,-0.06679732381455081,residual_fusion,True,et_leaf3,et_leaf3,12.0,137.0
residual_raw_source_base-et_leaf2_res-rf_leaf2_raw,raw_source,base_et_leaf2_res_rf_leaf2,149,281,5,6.1406401371195285,10.45922785334545,0.5945549385434747,0.7607215870371772,0.3887967570283437,residual_fusion,False,et_leaf2,rf_leaf2,12.0,137.0
residual_raw_source_base-et_leaf3_res-hgb_slow_raw,raw_source,base_et_leaf3_res_hgb_slow,149,281,5,6.597776775149795,10.460271911698618,0.5944739900381384,0.6943395818234918,0.2809034622098013,residual_fusion,False,et_leaf3,hgb_slow,12.0,137.0
direct_tabular_plus_top15_source_et_leaf1_log1p,tabular_plus_top15_source,et_leaf1,27,281,5,5.976737881801825,10.462886129789053,0.5942712676014854,0.7594452076279894,-1.3992939823745336,direct,True,,,,
direct_tabular_plus_top50_source_et_leaf1_raw,tabular_plus_top50_source,et_leaf1,62,281,5,6.6184191160354935,10.488974376753541,0.5922454503856005,0.7272128416748692,0.628023056850754,direct,False,,,,
residual_all_source_base-et_leaf2_res-et_leaf1_log1p,all_source,base_et_leaf2_res_et_leaf1,188,281,5,5.605521819038202,10.494408880217197,0.5918228127681806,0.78695605144458,-1.5400776131288498,residual_fusion,True,et_leaf2,et_leaf1,12.0,176.0
direct_tabular_et_leaf2_log1p,tabular,et_leaf2,12,281,5,5.702380482772332,10.497060622867856,0.5916165090844654,0.7866515592380662,-1.3708572352487438,direct,True,,,,
residual_raw_source_base-et_leaf3_res-hgb_slow_log1p,raw_source,base_et_leaf3_res_hgb_slow,149,281,5,6.496941316283157,10.52493599050236,0.589444671562019,0.6961768109984963,-0.1347112927817072,residual_fusion,True,et_leaf3,hgb_slow,12.0,137.0
residual_all_source_base-et_leaf2_res-et_leaf1_raw,all_source,base_et_leaf2_res_et_leaf1,188,281,5,5.873076863559722,10.529514130209002,0.5890874269302907,0.7797147616523703,-0.21885573590877436,residual_fusion,False,et_leaf2,et_leaf1,12.0,176.0
direct_tabular_plus_top10_source_et_leaf1_log1p,tabular_plus_top10_source,et_leaf1,22,281,5,5.962535873213605,10.537434042804044,0.5884690478599155,0.7605463552877801,-1.3293549264203932,direct,True,,,,
residual_raw_source_base-et_leaf2_res-et_leaf1_log1p,raw_source,base_et_leaf2_res_et_leaf1,149,281,5,5.70438298528072,10.539616688528536,0.5882985472815981,0.7857543077805058,-1.3123077214956684,residual_fusion,True,et_leaf2,et_leaf1,12.0,137.0
residual_raw_source_base-et_leaf2_res-et_leaf1_raw,raw_source,base_et_leaf2_res_et_leaf1,149,281,5,5.953317700457933,10.54973466147909,0.5875077056876019,0.77815011519865,-0.09741233484864642,residual_fusion,False,et_leaf2,et_leaf1,12.0,137.0
direct_tabular_et_leaf2_raw,tabular,et_leaf2,12,281,5,6.1085527484988305,10.572680248210423,0.5857114196131064,0.7771701154149855,0.3231888013054512,direct,False,,,,
direct_tabular_plus_top15_source_et_leaf1_raw,tabular_plus_top15_source,et_leaf1,27,281,5,6.525626484513325,10.583318156200134,0.5848773111613913,0.7350955662040691,0.6497037993268038,direct,False,,,,
direct_tabular_plus_top20_source_et_leaf1_log1p,tabular_plus_top20_source,et_leaf1,32,281,5,6.039482742411807,10.619239930761452,0.5820545195953548,0.7485905742625663,-1.4222431513583869,direct,True,,,,
residual_raw_source_base-et_leaf3_res-rf_leaf2_raw,raw_source,base_et_leaf3_res_rf_leaf2,149,281,5,6.475504902927971,10.629606997982425,0.5812380800183354,0.7319289554240715,0.34161805468564554,residual_fusion,False,et_leaf3,rf_leaf2,12.0,137.0
direct_tabular_plus_top30_source_et_leaf1_log1p,tabular_plus_top30_source,et_leaf1,42,281,5,5.990000837200313,10.64136164551159,0.580311400327852,0.7530005732890566,-1.5410585862980437,direct,True,,,,
direct_tabular_plus_top30_source_et_leaf1_raw,tabular_plus_top30_source,et_leaf1,42,281,5,6.6763227713524715,10.643089833480749,0.5801750719690603,0.7209320814719467,0.606711019313228,direct,False,,,,
residual_all_source_base-et_leaf1_res-hgb_slow_log1p,all_source,base_et_leaf1_res_hgb_slow,188,281,5,5.5562492890976936,10.676767739527897,0.5775139661379826,0.7909685340025309,-0.73883554755435,residual_fusion,True,et_leaf1,hgb_slow,12.0,176.0
residual_raw_source_base-et_leaf1_res-hgb_slow_log1p,raw_source,base_et_leaf1_res_hgb_slow,149,281,5,5.556249289097705,10.676767739527948,0.5775139661379785,0.7909685340025309,-0.7388355475543392,residual_fusion,True,et_leaf1,hgb_slow,12.0,137.0
residual_raw_source_base-et_leaf1_res-et_leaf3_log1p,raw_source,base_et_leaf1_res_et_leaf3,149,281,5,5.556249289097705,10.676767739527985,0.5775139661379756,0.7909685340025309,-0.7388355475543392,residual_fusion,True,et_leaf1,et_leaf3,12.0,137.0
residual_all_source_base-et_leaf1_res-et_leaf3_log1p,all_source,base_et_leaf1_res_et_leaf3,188,281,5,5.556249289097707,10.676767739527985,0.5775139661379756,0.7909685340025309,-0.7388355475543393,residual_fusion,True,et_leaf1,et_leaf3,12.0,176.0
residual_raw_source_base-et_leaf1_res-rf_leaf2_log1p,raw_source,base_et_leaf1_res_rf_leaf2,149,281,5,5.556249289097705,10.676767739527987,0.5775139661379753,0.7909685340025309,-0.7388355475543412,residual_fusion,True,et_leaf1,rf_leaf2,12.0,137.0
residual_raw_source_base-et_leaf1_res-et_leaf2_log1p,raw_source,base_et_leaf1_res_et_leaf2,149,281,5,5.556249289097707,10.676767739527987,0.5775139661379753,0.7909685340025309,-0.7388355475543389,residual_fusion,True,et_leaf1,et_leaf2,12.0,137.0
residual_all_source_base-et_leaf1_res-rf_leaf2_log1p,all_source,base_et_leaf1_res_rf_leaf2,188,281,5,5.556249289097705,10.676767739527987,0.5775139661379755,0.7909685340025309,-0.7388355475543409,residual_fusion,True,et_leaf1,rf_leaf2,12.0,176.0
residual_all_source_base-et_leaf1_res-et_leaf2_log1p,all_source,base_et_leaf1_res_et_leaf2,188,281,5,5.556249289097706,10.676767739527987,0.5775139661379755,0.7909685340025309,-0.738835547554339,residual_fusion,True,et_leaf1,et_leaf2,12.0,176.0
residual_raw_source_base-et_leaf1_res-et_leaf1_log1p,raw_source,base_et_leaf1_res_et_leaf1,149,281,5,5.556249289097705,10.676767739527987,0.5775139661379755,0.7909685340025309,-0.7388355475543391,residual_fusion,True,et_leaf1,et_leaf1,12.0,137.0
residual_all_source_base-et_leaf1_res-et_leaf1_log1p,all_source,base_et_leaf1_res_et_leaf1,188,281,5,5.556249289097707,10.676767739527989,0.5775139661379753,0.7909685340025309,-0.7388355475543387,residual_fusion,True,et_leaf1,et_leaf1,12.0,176.0
direct_tabular_et_leaf1_log1p,tabular,et_leaf1,12,281,5,5.556249289097694,10.676767739527989,0.5775139661379753,0.7909685340025309,-0.7388355475543722,direct,True,,,,
direct_tabular_plus_top50_source_et_leaf1_log1p,tabular_plus_top50_source,et_leaf1,62,281,5,6.003543906326721,10.68975327802443,0.5764856502523319,0.7449637097210352,-1.5646051689584684,direct,True,,,,
residual_raw_source_base-et_leaf3_res-rf_leaf2_log1p,raw_source,base_et_leaf3_res_rf_leaf2,149,281,5,6.460170483924531,10.695021682922969,0.5760680924570939,0.7306282382719119,0.05081386002806348,residual_fusion,True,et_leaf3,rf_leaf2,12.0,137.0
direct_tabular_plus_top15_source_et_leaf2_raw,tabular_plus_top15_source,et_leaf2,27,281,5,6.5717998042568,10.74706842415072,0.571931969643865,0.7332258867051022,0.24764252865582406,direct,False,,,,
direct_tabular_plus_top20_source_et_leaf1_raw,tabular_plus_top20_source,et_leaf1,32,281,5,6.725971596145663,10.755589918407498,0.5712528587822525,0.7190272474553536,0.6039854637195928,direct,False,,,,
direct_tabular_plus_top15_source_et_leaf2_log1p,tabular_plus_top15_source,et_leaf2,27,281,5,6.001904940553836,10.834769808749371,0.5649169700637839,0.7541893368235457,-1.675402458074826,direct,True,,,,
direct_tabular_plus_top10_source_et_leaf2_raw,tabular_plus_top10_source,et_leaf2,22,281,5,6.6240009384747,10.844661323269936,0.5641221964476891,0.7276790446624624,0.2461188310231125,direct,False,,,,
direct_tabular_plus_top10_source_et_leaf1_raw,tabular_plus_top10_source,et_leaf1,22,281,5,6.681529656137295,10.858089977066234,0.5630420564765994,0.7241717054808596,0.7174065846268781,direct,False,,,,
direct_tabular_plus_top30_source_et_leaf2_raw,tabular_plus_top30_source,et_leaf2,42,281,5,6.680852014104901,10.858174609990158,0.5630352447495657,0.7216919598913994,0.2629224232678609,direct,False,,,,
direct_tabular_plus_top10_source_et_leaf2_log1p,tabular_plus_top10_source,et_leaf2,22,281,5,6.041040126492926,10.882692361264697,0.5610596845863396,0.7506165561552854,-1.6845976367387474,direct,True,,,,
direct_tabular_plus_top50_source_et_leaf2_raw,tabular_plus_top50_source,et_leaf2,62,281,5,6.742800610047429,10.902703455889853,0.5594439535509421,0.7239786260532833,0.3062746354933742,direct,False,,,,
residual_raw_source_base-et_leaf3_res-et_leaf1_raw,raw_source,base_et_leaf3_res_et_leaf1,149,281,5,6.149165121536432,10.91851675173546,0.558165060597178,0.7533434650455926,-0.7816821628540046,residual_fusion,False,et_leaf3,et_leaf1,12.0,137.0
direct_tabular_plus_top20_source_et_leaf2_raw,tabular_plus_top20_source,et_leaf2,32,281,5,6.695615505433402,10.930189216445411,0.5572198663792938,0.720114333308094,0.19476643110329026,direct,False,,,,
direct_tabular_plus_top30_source_et_leaf2_log1p,tabular_plus_top30_source,et_leaf2,42,281,5,6.068381622532563,10.949536181600482,0.5556509944843295,0.7437825179288039,-1.7397645378399684,direct,True,,,,
direct_tabular_et_leaf3_raw,tabular,et_leaf3,12,281,5,6.480154066198459,10.949856846353576,0.5556249679662754,0.7578216097524039,0.21557598120838875,direct,False,,,,
direct_tabular_plus_top20_source_et_leaf2_log1p,tabular_plus_top20_source,et_leaf2,32,281,5,6.100381530915186,10.98241635767832,0.5529783315021313,0.7445499680905147,-1.7510881645269998,direct,True,,,,
direct_tabular_plus_top50_source_et_leaf2_log1p,tabular_plus_top50_source,et_leaf2,62,281,5,6.057454362103685,11.027903983053445,0.5492676609687781,0.7435742950167118,-1.7496003797385458,direct,True,,,,
direct_tabular_plus_raw_source_et_leaf2_raw,tabular_plus_raw_source,et_leaf2,149,281,5,6.771307163327468,11.054328432924812,0.5471050335863987,0.7152343454228817,0.14187424202104998,direct,False,,,,
direct_tabular_plus_top30_source_et_leaf3_raw,tabular_plus_top30_source,et_leaf3,42,281,5,6.858467403309638,11.086204008844108,0.5444893881828201,0.7090428236108556,0.16686367439414046,direct,False,,,,
direct_tabular_plus_top15_source_et_leaf3_raw,tabular_plus_top15_source,et_leaf3,27,281,5,6.80451898564094,11.10780414846233,0.5427126433292261,0.718515614014213,0.16318339673075505,direct,False,,,,
direct_tabular_plus_top50_source_et_leaf3_raw,tabular_plus_top50_source,et_leaf3,62,281,5,6.891739505743359,11.146877939334708,0.5394897961773096,0.7112727017058053,0.20505673611491612,direct,False,,,,
direct_tabular_plus_top20_source_et_leaf3_raw,tabular_plus_top20_source,et_leaf3,32,281,5,6.8638443264542035,11.162398139251517,0.5382065335229012,0.7101028675269606,0.13991559741863832,direct,False,,,,
direct_tabular_hgb_medium_log1p,tabular,hgb_medium,12,281,5,6.382615149283379,11.207207500915384,0.5344915246826316,0.7120304167703273,-1.0518542963914292,direct,True,,,,
direct_tabular_et_leaf3_log1p,tabular,et_leaf3,12,281,5,6.028395182673104,11.207556024554304,0.5344625713094658,0.7699407240748952,-1.6995140768380304,direct,True,,,,
residual_raw_source_base-et_leaf1_res-hgb_slow_raw,raw_source,base_et_leaf1_res_hgb_slow,149,281,5,6.173663143765303,11.238643407835283,0.5318763853386729,0.7810755119038604,0.8963172883716299,residual_fusion,False,et_leaf1,hgb_slow,12.0,137.0
residual_all_source_base-et_leaf1_res-hgb_slow_raw,all_source,base_et_leaf1_res_hgb_slow,188,281,5,6.173663143765306,11.238643407835287,0.5318763853386725,0.7810755119038604,0.8963172883716329,residual_fusion,False,et_leaf1,hgb_slow,12.0,176.0
residual_raw_source_base-et_leaf1_res-et_leaf2_raw,raw_source,base_et_leaf1_res_et_leaf2,149,281,5,6.173663143765304,11.23864340783529,0.5318763853386723,0.7810755119038604,0.8963172883716323,residual_fusion,False,et_leaf1,et_leaf2,12.0,137.0
residual_raw_source_base-et_leaf1_res-et_leaf3_raw,raw_source,base_et_leaf1_res_et_leaf3,149,281,5,6.173663143765305,11.23864340783529,0.5318763853386723,0.7810755119038604,0.896317288371632,residual_fusion,False,et_leaf1,et_leaf3,12.0,137.0
residual_raw_source_base-et_leaf1_res-rf_leaf2_raw,raw_source,base_et_leaf1_res_rf_leaf2,149,281,5,6.173663143765304,11.238643407835292,0.5318763853386722,0.7810755119038604,0.8963172883716322,residual_fusion,False,et_leaf1,rf_leaf2,12.0,137.0
residual_all_source_base-et_leaf1_res-et_leaf2_raw,all_source,base_et_leaf1_res_et_leaf2,188,281,5,6.173663143765306,11.238643407835292,0.5318763853386722,0.7810755119038604,0.8963172883716323,residual_fusion,False,et_leaf1,et_leaf2,12.0,176.0
residual_all_source_base-et_leaf1_res-et_leaf3_raw,all_source,base_et_leaf1_res_et_leaf3,188,281,5,6.173663143765304,11.238643407835292,0.5318763853386722,0.7810755119038604,0.8963172883716319,residual_fusion,False,et_leaf1,et_leaf3,12.0,176.0
residual_all_source_base-et_leaf1_res-et_leaf1_raw,all_source,base_et_leaf1_res_et_leaf1,188,281,5,6.173663143765305,11.238643407835292,0.5318763853386722,0.7810755119038604,0.8963172883716323,residual_fusion,False,et_leaf1,et_leaf1,12.0,176.0
residual_all_source_base-et_leaf1_res-rf_leaf2_raw,all_source,base_et_leaf1_res_rf_leaf2,188,281,5,6.173663143765304,11.238643407835292,0.5318763853386722,0.7810755119038604,0.8963172883716318,residual_fusion,False,et_leaf1,rf_leaf2,12.0,176.0
residual_raw_source_base-et_leaf1_res-et_leaf1_raw,raw_source,base_et_leaf1_res_et_leaf1,149,281,5,6.173663143765306,11.238643407835292,0.5318763853386722,0.7810755119038604,0.8963172883716324,residual_fusion,False,et_leaf1,et_leaf1,12.0,137.0
direct_tabular_et_leaf1_raw,tabular,et_leaf1,12,281,5,6.17366314376531,11.238643407835292,0.5318763853386721,0.7810755119038604,0.8963172883716441,direct,False,,,,
residual_raw_source_base-et_leaf3_res-et_leaf1_log1p,raw_source,base_et_leaf3_res_et_leaf1,149,281,5,5.991753088259978,11.259090789921808,0.5301714447089094,0.7682857575528128,-1.6898006657835376,residual_fusion,True,et_leaf3,et_leaf1,12.0,137.0
direct_tabular_plus_all_source_et_leaf2_raw,tabular_plus_all_source,et_leaf2,188,281,5,6.889650179255335,11.261579248108555,0.5299637409186355,0.707122846109747,0.23696355335601493,direct,False,,,,
direct_tabular_rf_leaf2_log1p,tabular,rf_leaf2,12,281,5,6.143841910720152,11.28755252710077,0.5277930930725754,0.7457560384644505,-1.5128915053565293,direct,True,,,,
direct_tabular_plus_top10_source_et_leaf3_raw,tabular_plus_top10_source,et_leaf3,22,281,5,6.881106016624449,11.297175122392613,0.5269876407376495,0.7199666843340652,0.157322157022376,direct,False,,,,
direct_tabular_plus_top30_source_et_leaf3_log1p,tabular_plus_top30_source,et_leaf3,42,281,5,6.272291809584412,11.338689156041031,0.523504870850396,0.7331534143149194,-1.9161146095898909,direct,True,,,,
direct_tabular_plus_raw_source_et_leaf2_log1p,tabular_plus_raw_source,et_leaf2,149,281,5,6.112128743742464,11.347306518442382,0.5227803265091229,0.7408452227714739,-1.8541809002679954,direct,True,,,,
direct_tabular_plus_raw_source_et_leaf3_raw,tabular_plus_raw_source,et_leaf3,149,281,5,6.956562507090261,11.3488757372469,0.522648327983416,0.7072191154041686,0.16187856083465121,direct,False,,,,
direct_tabular_plus_top15_source_et_leaf3_log1p,tabular_plus_top15_source,et_leaf3,27,281,5,6.2698266875828335,11.393934189076315,0.5188503437815982,0.7423346926413481,-1.9147258393500044,direct,True,,,,
direct_tabular_hgb_slow_log1p,tabular,hgb_slow,12,281,5,6.436375948346505,11.420969077888861,0.5165643450450557,0.7098502958387867,-1.0720869062284748,direct,True,,,,
direct_tabular_plus_top50_source_et_leaf3_log1p,tabular_plus_top50_source,et_leaf3,62,281,5,6.27023067752551,11.42918874089267,0.5158682380742259,0.7301036247011865,-1.9430051713225305,direct,True,,,,
direct_tabular_plus_top20_source_et_leaf3_log1p,tabular_plus_top20_source,et_leaf3,32,281,5,6.336492897326332,11.459688604165986,0.5132808882551622,0.7355866477733668,-1.9102658535534065,direct,True,,,,
direct_tabular_plus_raw_source_et_leaf1_log1p,tabular_plus_raw_source,et_leaf1,149,281,5,6.089322173343623,11.47049425462707,0.5123625742674167,0.7388414152667957,-2.2008283183129356,direct,True,,,,
direct_tabular_plus_all_source_et_leaf2_log1p,tabular_plus_all_source,et_leaf2,188,281,5,6.186035128536214,11.480084686853163,0.5115468101610374,0.7416067237071249,-1.8219014996038703,direct,True,,,,
direct_tabular_plus_top10_source_et_leaf3_log1p,tabular_plus_top10_source,et_leaf3,22,281,5,6.32738148275517,11.519607105707639,0.5081778311969297,0.7415347921556749,-1.9476400134899883,direct,True,,,,
direct_tabular_rf_leaf3_raw,tabular,rf_leaf3,12,281,5,6.712320985231223,11.52530525519867,0.5076911532512989,0.7174620601629005,0.17373177961407352,direct,False,,,,
direct_tabular_plus_top15_source_hgb_slow_log1p,tabular_plus_top15_source,hgb_slow,27,281,5,6.331623845916004,11.53617064414139,0.5067624752849165,0.7149244448290408,-1.3100862552242907,direct,True,,,,
direct_tabular_plus_top15_source_hgb_medium_log1p,tabular_plus_top15_source,hgb_medium,27,281,5,6.318847980289434,11.570548121278039,0.50381842619726,0.7123911562050426,-1.3771972277963507,direct,True,,,,
direct_tabular_plus_all_source_et_leaf3_raw,tabular_plus_all_source,et_leaf3,188,281,5,7.094232655765379,11.57325883929721,0.5035859106981981,0.7019648671159233,0.28460626606671524,direct,False,,,,
direct_tabular_rf_leaf3_log1p,tabular,rf_leaf3,12,281,5,6.223871064084779,11.576426138341223,0.5033141623445234,0.7411643176237708,-1.7164635338584966,direct,True,,,,
direct_tabular_plus_top15_source_rf_leaf2_log1p,tabular_plus_top15_source,rf_leaf2,27,281,5,6.413001239008896,11.59779399389311,0.5014788971275168,0.7306796179515191,-1.7980066106589048,direct,True,,,,
direct_tabular_plus_top10_source_rf_leaf2_log1p,tabular_plus_top10_source,rf_leaf2,22,281,5,6.387507021078804,11.604180279426842,0.5009297280949506,0.7298770132721824,-1.8376477709680925,direct,True,,,,
direct_tabular_plus_top30_source_rf_leaf2_log1p,tabular_plus_top30_source,rf_leaf2,42,281,5,6.4515657295245195,11.641239754720619,0.4977369448869339,0.7213079643911777,-1.7513910868394633,direct,True,,,,
direct_tabular_plus_top20_source_rf_leaf2_log1p,tabular_plus_top20_source,rf_leaf2,32,281,5,6.462730470302325,11.6416425191741,0.4977021896188274,0.7226465402546268,-1.735899766662882,direct,True,,,,
direct_tabular_plus_top30_source_hgb_medium_log1p,tabular_plus_top30_source,hgb_medium,42,281,5,6.379599959159876,11.641672690750477,0.4976995860108978,0.7001124944564029,-1.235851479322736,direct,True,,,,
direct_tabular_rf_leaf2_raw,tabular,rf_leaf2,12,281,5,6.688631274989916,11.647483241138723,0.49719804807658896,0.7240224339906325,0.33151288252990624,direct,False,,,,
direct_tabular_plus_top30_source_hgb_slow_log1p,tabular_plus_top30_source,hgb_slow,42,281,5,6.411472119422203,11.656571774278063,0.4964130690404589,0.6945223853151465,-1.3067932602262762,direct,True,,,,
direct_tabular_plus_all_source_et_leaf1_log1p,tabular_plus_all_source,et_leaf1,188,281,5,6.129740863363674,11.696806187796337,0.4929306570468993,0.7367672987268655,-2.2787632944467067,direct,True,,,,
direct_tabular_plus_top15_source_rf_leaf2_raw,tabular_plus_top15_source,rf_leaf2,27,281,5,7.089160802346766,11.706271949365798,0.4921096227294275,0.6876331815379289,0.26778453924345225,direct,False,,,,
direct_tabular_plus_top10_source_rf_leaf2_raw,tabular_plus_top10_source,rf_leaf2,22,281,5,7.074524087647856,11.723558075317506,0.4906085574570539,0.6842118357148265,0.21084559608644984,direct,False,,,,
direct_tabular_plus_top30_source_rf_leaf2_raw,tabular_plus_top30_source,rf_leaf2,42,281,5,7.124539016378493,11.781469679274402,0.48556358117949483,0.6856499259050935,0.3202920187276187,direct,False,,,,
direct_tabular_plus_top15_source_rf_leaf3_raw,tabular_plus_top15_source,rf_leaf3,27,281,5,7.111243148958584,11.789378974182197,0.48487263255776525,0.6887181040357384,0.22748957861249097,direct,False,,,,
direct_tabular_plus_top20_source_hgb_medium_log1p,tabular_plus_top20_source,hgb_medium,32,281,5,6.484946898128554,11.831148385170177,0.4812160051748203,0.6908663154820495,-1.2329159885762395,direct,True,,,,
direct_tabular_plus_raw_source_et_leaf3_log1p,tabular_plus_raw_source,et_leaf3,149,281,5,6.3169907063999595,11.833231692231807,0.48103328723727024,0.7374714707568496,-1.9952879059944104,direct,True,,,,
direct_tabular_plus_top50_source_rf_leaf2_raw,tabular_plus_top50_source,rf_leaf2,62,281,5,7.180773125935314,11.843021218230685,0.48017425907663136,0.6830165821155447,0.41681550607288603,direct,False,,,,
direct_tabular_plus_top20_source_rf_leaf2_raw,tabular_plus_top20_source,rf_leaf2,32,281,5,7.205457930573173,11.878675632615435,0.4770395890896564,0.6803875650358575,0.36078928617448836,direct,False,,,,
direct_tabular_hgb_slow_raw,tabular,hgb_slow,12,281,5,7.546414990637236,11.889882829925002,0.4760523266205765,0.6279765059654511,0.4913430168530926,direct,False,,,,
direct_tabular_plus_top50_source_rf_leaf3_raw,tabular_plus_top50_source,rf_leaf3,62,281,5,7.224875721238363,11.89218650032888,0.4758492767345033,0.6870177070601087,0.3686372674524923,direct,False,,,,
direct_tabular_plus_top10_source_rf_leaf3_raw,tabular_plus_top10_source,rf_leaf3,22,281,5,7.169424469454987,11.894758844294284,0.47562249896377895,0.6815341431491956,0.17653840977467317,direct,False,,,,
direct_tabular_plus_top15_source_rf_leaf3_log1p,tabular_plus_top15_source,rf_leaf3,27,281,5,6.552913354078076,11.901980879823444,0.47498554235548485,0.72599811788121,-1.8928816593124012,direct,True,,,,
direct_tabular_plus_top50_source_rf_leaf2_log1p,tabular_plus_top50_source,rf_leaf2,62,281,5,6.51657873796386,11.902036005650595,0.47498067897626073,0.7209001719867169,-1.7675832477870597,direct,True,,,,
direct_tabular_plus_top30_source_rf_leaf3_raw,tabular_plus_top30_source,rf_leaf3,42,281,5,7.155706073818887,11.907422947126811,0.4745053168790533,0.6808786466051552,0.29177440429233026,direct,False,,,,
