target,R2,RMSE,MAE
PM2.5,0.946388735697453,10.770709902806004,5.064822532831325
PM10,0.9646399637874176,21.655462406400794,9.719063194653614
aqi,0.954624390632623,23.329349208802963,11.398766338554218
Average,0.9552176967058311,18.585173839336587,8.727550688679719
