epoch,train_loss,val_MAE,val_RMSE,val_R2,val_finite_fraction,val_Pearson,val_Spearman,test_MAE,test_RMSE,test_R2,test_finite_fraction,test_Pearson,test_Spearman
38,0.10573678043408272,20.78522352330825,27.436756398424073,-1.2601102766619459,1.0,0.43008939261373136,0.5299549859445164,26.650388426387433,30.42444176617013,-2.164746794497727,1.0,0.630258583049255,0.7374178205392865
39,0.09522736913118607,22.29808211887584,28.467574706677464,-1.4331284307559313,1.0,0.436318528754023,0.45829921088038394,27.808141399904624,31.289379956366258,-2.34724611280502,1.0,0.6387053795318065,0.7093502306502316
40,0.10275642573833466,20.870051947761983,27.261594318871733,-1.2313443466501144,1.0,0.4524815364363161,0.5089558085610418,26.3643533065147,30.125720680348497,-2.1029060194987776,1.0,0.6423205367003944,0.7455249541086122
41,0.10715411565242669,19.820534720140344,26.80228729938603,-1.1567897540223546,1.0,0.42537388679614563,0.4614823884221885,26.558658624432752,30.140416067589616,-2.105933965453022,1.0,0.6521049576992535,0.728904709179552
42,0.09164474541560197,21.001332482169655,27.64063368160165,-1.2938239663746782,1.0,0.4226185894202686,0.4603364445071389,28.01480294134199,31.07447595848684,-2.3014244140294715,1.0,0.6640503782743711,0.7430076361188801
43,0.10357432212585058,21.925692962197697,28.12498201326083,-1.3749179070494546,1.0,0.4343326026532195,0.4563599211779921,28.712670118538373,31.552093911886583,-2.403690821683416,1.0,0.6716164121818924,0.7561061738149716
44,0.1006942752844248,21.71066092042362,27.75936986282116,-1.3135735054801327,1.0,0.44786294811277877,0.47101233226273,28.611504968908644,31.376870106995774,-2.365991162812992,1.0,0.6776789859739845,0.7424414121614654
45,0.09666317261946507,20.032430651608635,26.904704646323967,-1.1733043687223308,1.0,0.41405055608894004,0.46419543512704975,27.15184024805875,30.30776381966115,-2.1405196872222407,1.0,0.6677014445639173,0.7301963421133387
46,0.10148684825652685,19.020784091949462,25.852003386484846,-1.0065616316197454,1.0,0.44712010443457884,0.49361779000576145,24.92693376049553,28.78839540339578,-1.8335354458026556,1.0,0.6578722811199604,0.7634443705818467
47,0.09619079323915335,21.681473302841187,27.631291158324956,-1.2922736052388228,1.0,0.44756670354974104,0.4763208929632166,28.726119029153253,31.44605633573512,-2.3808515988630288,1.0,0.6772487286174262,0.7469909558192973
48,0.1005380175434626,20.711366911495432,26.914456289064915,-1.1748800878254517,1.0,0.45879303537246385,0.47931797704873114,27.589248903018913,30.64702707114467,-2.211222777700296,1.0,0.6686524625961634,0.7482024117281844
49,0.09871843258539835,18.20842821738299,24.968229840579834,-0.8717144894591282,1.0,0.4649968627545441,0.4670553977184558,25.123069845524032,28.787038910727482,-1.8332684229659901,1.0,0.665333384417365,0.7495414718565148
50,0.08619353374800622,19.714568951550653,26.20365393188023,-1.0615212015304678,1.0,0.46103753314763424,0.4809438461931606,26.914745141550437,30.069469980963905,-2.0913293548559553,1.0,0.6739940725455832,0.7521357472543401
51,0.07712469849831019,20.51382118393393,26.606633053474926,-1.12541595058557,1.0,0.479680912082888,0.5422371540596643,26.902998197938977,30.104517683216947,-2.098539799965233,1.0,0.6742294600093832,0.7588750749255003
52,0.0906229874644524,18.5258990203633,25.181269062147035,-0.9037912321060129,1.0,0.4869459295683887,0.5345583503895878,25.608862535240725,29.037837818256012,-1.8828515699826043,1.0,0.6786456038345634,0.7607218769973972
53,0.09688925475646289,20.981442950753603,26.886648228476968,-1.1703882301411337,1.0,0.47494016720665955,0.5095434721072211,27.42762184511755,30.329129104183657,-2.144949030625793,1.0,0.684989670903787,0.7469932876459602
54,0.0871294678785862,18.51689841326545,25.218865420927997,-0.9094803060170673,1.0,0.4735436138714276,0.5155376402782503,24.74310577038637,28.415419125352752,-1.7605897061318863,1.0,0.6748665092338503,0.7477439155529453
55,0.081594384709994,19.997013456681195,26.28965570013679,-1.075075449649443,1.0,0.46644493505371754,0.48157068730908514,26.19840111929117,29.438030948293708,-1.962860791266364,1.0,0.6794080544945181,0.7426014559445653
56,0.09448831329743067,17.761926808076748,24.649258033538242,-0.8241972539123823,1.0,0.4814163884726801,0.49491064980735594,24.569890889924825,28.257483830286933,-1.7299878064630185,1.0,0.6716025879853313,0.7583448886252778
57,0.07938873324638758,20.1821073476006,26.177513686661683,-1.0574101877964721,1.0,0.4984225254753686,0.5231968551634542,26.417048276085215,29.55582084770857,-1.986618717825142,1.0,0.6790227428391874,0.7363067166544099
58,0.09154782098455307,17.70101854660932,24.550062335339756,-0.8095446085844418,1.0,0.4642373777169332,0.4869576031490623,24.985782089921617,28.330249626175668,-1.7440658827692532,1.0,0.6786470163193042,0.717804397192761
59,0.09447659210134775,17.46953009998097,24.2626503822766,-0.7674232990221723,1.0,0.45945021969483535,0.47719259389004925,24.88969631047593,28.19974464207379,-1.7188427067124965,1.0,0.6808696236097831,0.7130965116357935
60,0.07811239682711088,19.154795052023495,25.514314773796418,-0.9544830738448451,1.0,0.4712362750869853,0.46507693044631876,26.4736238681164,29.40501507929481,-1.9562185964335352,1.0,0.6881910062478627,0.7274308708770779
61,0.08543173067080669,19.527445961447324,25.80855877925336,-0.9998231957664843,1.0,0.4648526912456486,0.46507693044631876,26.67236008103361,29.61644185488462,-1.9988828001186811,1.0,0.6830173732272808,0.6955040796915916
62,0.07826239927074848,21.565707986495074,27.174178773069183,-1.2170574743132558,1.0,0.4644917913157161,0.4653903510042811,28.23666716113533,30.876228527481324,-2.2594342521067183,1.0,0.6873450011781823,0.7200760342796894
63,0.08715366209164643,19.49700211356668,25.644584654828357,-0.9744922544812129,1.0,0.47971838350354773,0.4773786873463393,26.382218343695413,29.372223076105108,-1.9496288173615812,1.0,0.6862957379893645,0.7371758647572347
64,0.08633169279648707,18.611804805082432,25.057778410665843,-0.8851643753930944,1.0,0.4748343022946062,0.46493980895221027,25.594266800536325,28.787811060952958,-1.8334204176326665,1.0,0.6837552144096459,0.7358244926591196
65,0.08999697015835689,17.226921463012694,24.04484902092813,-0.735834054288504,1.0,0.4584153951586839,0.4665852668815124,24.38210916519165,27.84043354442929,-1.6499990595263192,1.0,0.6837527047302745,0.7364318213055742
66,0.08401790714034667,15.990302876865163,22.886492554810303,-0.5726155883171233,1.0,0.47327016055336407,0.45557636978308635,22.61759411674185,26.378776213420736,-1.3790469826002827,1.0,0.6846076711027549,0.7431919881050152
67,0.0907576584090025,20.040798192865708,25.701673186646122,-0.9832930466824539,1.0,0.5111760469441554,0.5338531541341726,26.62709175925894,29.350598375473982,-1.9452872079547032,1.0,0.7043471225069278,0.7378606481109755
68,0.07330299044648807,19.132778711879954,25.198287109909607,-0.9063653484420267,1.0,0.49042457479883494,0.49851498622392243,26.306577335927905,29.127254637501238,-1.900633355662945,1.0,0.6986544576795282,0.7333963874010118
69,0.0752616000481141,17.82936824349796,24.21781745670582,-0.7608975859093408,1.0,0.49468318813158596,0.4758311733414004,25.81717756851432,28.69108688119683,-1.814412382765875,1.0,0.700044633577122,0.7345420826274627
70,0.07230090884826122,16.513660868476418,23.10369556735292,-0.6026068769129538,1.0,0.5039439323931162,0.46795648182259747,23.634711186910412,27.15025661960258,-1.52023831245854,1.0,0.692681052830546,0.7431195641104621
71,0.0860072692235311,21.32208896524766,26.73083191206445,-1.1453050020064435,1.0,0.4984450616307342,0.5007676964842765,27.074101814289683,29.757104592967377,-2.027436723464011,1.0,0.7010664777949797,0.7541016752845048
72,0.07790296247754341,20.580518627166747,26.292372021306235,-1.0755042770657912,1.0,0.48029885575222625,0.49351984608139815,26.355829320003078,29.157405026538104,-1.9066415077403982,1.0,0.6991786001545179,0.7541148432835143
73,0.07916774921692335,16.895116435780245,23.54651952326243,-0.6646293177039613,1.0,0.5047006155903131,0.503823546924409,23.513963426511314,26.902286976129982,-1.4744126887026159,1.0,0.7021636944166477,0.7522871897268022
74,0.0828502682539133,18.33137379253612,24.46260398519096,-0.7966747520761488,1.0,0.5059980461212266,0.5234906869365438,24.79389178630003,27.731201713653906,-1.6292453315035846,1.0,0.711207215288031,0.7516129234716822
75,0.08272339075039595,15.942596082126393,22.544550822134116,-0.5259744743605681,1.0,0.5139906070796529,0.5272615280245279,22.867236651096146,26.229604886498112,-1.3522161578712053,1.0,0.7122453211848797,0.7395330997633807
76,0.0820717638119673,15.475487793193144,22.046299091492674,-0.45926943244103957,1.0,0.526944981231318,0.5598082940904262,22.137349399094727,25.670625832674883,-1.2530282900867902,1.0,0.7104522948578406,0.7400071805467396
77,0.0792303544588578,17.457703898934756,23.40717238119903,-0.6449852280621478,1.0,0.5474613859589041,0.6097303123383598,24.102293122675,27.131185851438605,-1.5166990456894918,1.0,0.714090826416073,0.7407493242887263
78,0.08307473942255363,19.553194887497845,25.300391924591924,-0.9218460391763417,1.0,0.5081189314874988,0.5005130422809321,25.633089367876348,28.450468383931007,-1.7674040553893775,1.0,0.7036579929389287,0.72972112511815
79,0.0819199019517654,21.14102382659912,26.47181911105614,-1.1039318511241047,1.0,0.5041874419707237,0.4883288180901475,26.6798155750196,29.31984331837944,-1.9391179969145647,1.0,0.7056575089836563,0.7399149981721977
80,0.08430188835049286,19.523314274058624,25.321623251599412,-0.9250729031953078,1.0,0.5001074345331697,0.49400956570321436,25.41379875006135,28.22800047347645,-1.724293936862594,1.0,0.7068456639374145,0.7415479430926564
