epoch,train_loss,val_MAE,val_RMSE,val_R2,val_finite_fraction,val_Pearson,val_Spearman,test_MAE,test_RMSE,test_R2,test_finite_fraction,test_Pearson,test_Spearman
30,0.07810564053819534,55.74859487665206,56.7727427376666,-27.521935736125474,1.0,-0.07266219591322445,-0.17867513074183577,48.28027104395922,48.85599756158299,-40.03261235283725,1.0,0.28073833736000653,0.2804739517882418
31,0.06837756876298721,55.68897614757527,56.71527982423786,-27.46422761754196,1.0,-0.07249456420046496,-0.17227463317716782,48.254255066337606,48.8296888422746,-39.988432523223594,1.0,0.27912700203320145,0.27618367992713083
32,0.07990802681826531,55.70655857745745,56.731115909722455,-27.480125445226324,1.0,-0.06913932951437785,-0.15580687470996898,48.25234474375376,48.82868713804074,-39.986750846922504,1.0,0.2729995576674711,0.27929502015646035
33,0.08150491800079955,55.74306777154157,56.765315301996985,-27.51447331753962,1.0,-0.0654491953498233,-0.14835815749759557,48.26321352396845,48.84047818735012,-40.00654802677446,1.0,0.26801345962210893,0.28192840050017787
34,0.06527477851573457,55.81473721086289,56.83367586851234,-27.583192719768945,1.0,-0.06279165290988963,-0.1471794251021587,48.29141624933401,48.86977832687809,-40.05576367828362,1.0,0.2647196164100915,0.2773810154503175
35,0.08595291081261128,55.87661505274791,56.89292898418749,-27.642823777234547,1.0,-0.0611948942958019,-0.1480284175599603,48.316262193191214,48.89548445465478,-40.098966750454,1.0,0.26339971155754954,0.2773198495759413
36,0.08464161259062747,55.82199509148432,56.84006071348145,-27.589615302953035,1.0,-0.060253983077253215,-0.14735315881683075,48.30544655526165,48.88504590726258,-40.081420438249985,1.0,0.25960011466166694,0.27507186836988606
37,0.08842853615258603,55.68807635562761,56.71149319276237,-27.46042688015909,1.0,-0.06220985770000454,-0.14679933079870666,48.27523301648719,48.854815626244495,-40.03062703638257,1.0,0.2552518738051087,0.2667056758534426
38,0.08704003469741091,55.597849137879706,56.62544220387918,-27.37412374433523,1.0,-0.06609895237284662,-0.15140711037737334,48.25732927305014,48.83716178673797,-40.00097930472912,1.0,0.24982092541651538,0.25388357645324117
39,0.08513089190138147,55.61930264929547,56.6463312701431,-27.395061974673354,1.0,-0.06940766705958022,-0.15750410570272383,48.265272149724275,48.845339972274026,-40.01471235878717,1.0,0.24950461828642587,0.26131117050801844
40,0.08079971071887523,55.633431638069595,56.66050323404878,-27.40927169039468,1.0,-0.0725511212251413,-0.15970242723788947,48.267337043590075,48.84732479112344,-40.01804567280287,1.0,0.2504245915961802,0.25774785235741365
41,0.07910438357515538,55.67883083650044,56.70434237409806,-27.45325011546723,1.0,-0.07361648972708659,-0.1558186230793484,48.27903762118966,48.85889779096495,-40.03748411991233,1.0,0.2545831048184567,0.25459916305435004
42,0.08316586309290946,55.67719352222318,56.702864169061066,-27.45176665978611,1.0,-0.07276639802851502,-0.15360624872733314,48.27572292998233,48.85531055437179,-40.031458369548105,1.0,0.25771327550001044,0.2568179145505264
43,0.058787469771948264,55.68121921901077,56.70631667662702,-27.455231491116773,1.0,-0.06992560448690775,-0.148530142040517,48.27516050463033,48.85497114519216,-40.030888261402595,1.0,0.25641665610239606,0.2532204950717296
44,0.08290346426532623,55.59497585581997,56.623692823679015,-27.37237059728325,1.0,-0.0695431930223002,-0.14882446168177715,48.24215059430075,48.821422284465456,-39.97455553265379,1.0,0.2569069593199757,0.25465220956487095
45,0.07030253524475909,55.510188722012124,56.542285461626456,-27.29084784951026,1.0,-0.06920237042381708,-0.15157154008856813,48.21751447536486,48.796345524759076,-39.932473792757264,1.0,0.25670733289981884,0.25112028628783983
46,0.07464974333948278,55.4587170748637,56.49285966614092,-27.241409221569544,1.0,-0.06987461445916145,-0.1569857966328168,48.20616613916485,48.784751200358805,-39.91302446750921,1.0,0.2566689434492666,0.25300018966579063
47,0.0822466068128322,55.49392747643141,56.5264415092509,-27.274995075223426,1.0,-0.07097771026751867,-0.16014972796521923,48.21699596440311,48.79577843962097,-39.931522407467064,1.0,0.2569309224800281,0.2530748878132588
48,0.07529140247943554,55.59324115928996,56.621180167100526,-27.369852625093916,1.0,-0.07008999274923564,-0.15555359368775953,48.24667255206226,48.82615119628118,-39.9824936235538,1.0,0.2562083787779708,0.25207999509552964
49,0.0951511118006199,55.63410591492322,56.6606685306684,-27.4094374483092,1.0,-0.07138994608854375,-0.1554972129840439,48.25308524292681,48.832567607803114,-39.99326563060792,1.0,0.25687033208572196,0.2464559823984639
50,0.09237397921846267,55.57759843283409,56.606547049372104,-27.355190770710674,1.0,-0.070931764723249,-0.1563275441140349,48.232619383877704,48.81174477631776,-39.95831297863937,1.0,0.2561866768699992,0.24523537136555887
51,0.08450082943160483,55.46745337183411,56.50080494054783,-27.249353642378495,1.0,-0.06939104394136711,-0.15271423881802312,48.20035569476707,48.77877916816972,-39.903008266221846,1.0,0.2567383519683985,0.24458852871175776
52,0.0684312640669498,55.49688176367734,56.52888797118944,-27.277442609309574,1.0,-0.06969142203950668,-0.15877355125209222,48.21051223682983,48.78867340328829,-39.91960339355408,1.0,0.26072688119485676,0.24489977099287547
53,0.06393531773318635,55.61129096110125,56.63859565278685,-27.38730725053148,1.0,-0.07044056544504723,-0.15843619818010662,48.24399311954131,48.82242716694564,-39.976242293702775,1.0,0.2654368606992711,0.24596557282160716
54,0.05547270083681066,55.693753765989456,56.71776673628876,-27.466723931864852,1.0,-0.0702163362311612,-0.1613623255743511,48.26851888602357,48.8473431130881,-40.01807644342654,1.0,0.26761028001156806,0.26415078269365916
55,0.08911621618144056,55.635919659236684,56.66237958439687,-27.411153305502555,1.0,-0.07006361041051787,-0.1659229118262079,48.250266249270716,48.82881610705577,-39.98696736013131,1.0,0.26753805272723163,0.2615601643329126
56,0.08193409411197013,55.52791089026624,56.5591564877218,-27.30773315352332,1.0,-0.0701262439549677,-0.16731613021849764,48.218943201640265,48.79687899821909,-39.93336879862507,1.0,0.2676200036982831,0.25568391006541064
57,0.07957053279623072,55.44060248004193,56.4756197593306,-27.224175009116532,1.0,-0.06989419220888765,-0.16642740062897154,48.189509873700246,48.76720190854413,-39.88359455566249,1.0,0.26635675193380365,0.25458184174479215
58,0.10563512384257417,55.45976912417237,56.493528662155285,-27.242078102634867,1.0,-0.07004258485700596,-0.17402686791608185,48.17823535644955,48.75592933956206,-39.86469620359678,1.0,0.26927162962071644,0.2613864099464104
59,0.06816724006165849,55.51472816227946,56.545512158237976,-27.294076887277477,1.0,-0.07000250714781459,-0.17138244818488307,48.179994056310356,48.75803240476823,-39.86822164041756,1.0,0.2713872102539625,0.25743065587613545
60,0.06491648833802406,55.56845974692047,56.59641017404615,-27.345036210417376,1.0,-0.06980153352695834,-0.1635947555832012,48.185079377461975,48.763389143890834,-39.87720200392446,1.0,0.27334769758206495,0.26288091418669896
61,0.06018044950163111,55.606644135874674,56.63256360778182,-27.38126104141572,1.0,-0.06938224624728044,-0.157721559337501,48.18763317869383,48.76585024031748,-39.88132826652711,1.0,0.2771685901014824,0.2642476737689983
62,0.07437637162969467,55.58620270074104,56.61271328630969,-27.361368654961627,1.0,-0.0698838383500468,-0.157779782572058,48.175338337907874,48.75336899961987,-39.86040442747195,1.0,0.2779578319729466,0.2602053131509342
63,0.07176624888435323,55.543347771218386,56.571430584061794,-27.32002080299794,1.0,-0.06946486758972607,-0.1579313651460172,48.15611884599309,48.73418183692112,-39.828249072020455,1.0,0.27513095258098363,0.26222162184165315
64,0.056022261764774935,55.46913121450822,56.49998120231998,-27.248529940737363,1.0,-0.06778103803089996,-0.16127929619823658,48.13607511245082,48.71350388770781,-39.7936095101281,1.0,0.2773580334758545,0.26087705518722476
65,0.06096357875998984,55.40831114046822,56.44154600898737,-27.19012798556769,1.0,-0.06848037393813812,-0.16239980487261357,48.1244992803565,48.70200008246336,-39.77434477691873,1.0,0.2737933020929517,0.25001767667629765
66,0.08051164860421038,55.51509527350024,56.543827175379015,-27.292390658877785,1.0,-0.07021934809094492,-0.16275664981716154,48.17049367117775,48.74991747648403,-39.85461916003536,1.0,0.2630267834224033,0.2453777308784875
67,0.061019450743147664,55.57660160596306,56.60279687791384,-27.35143384469173,1.0,-0.0715132921123731,-0.1629718438329045,48.205070209610085,48.785868486284016,-39.91489849858334,1.0,0.254537318273303,0.23877452290047932
68,0.07223114260333649,55.47631339458425,56.50706431549348,-27.255613131643678,1.0,-0.07461653504178607,-0.16929166334023918,48.17842746061594,48.75865176794408,-39.869259928103354,1.0,0.2555141228062153,0.2409618795230821
69,0.07255565327532748,55.35115977638477,56.38741505400665,-27.136081740837245,1.0,-0.07694193322614977,-0.17997159449536318,48.13351056206921,48.71226438418785,-39.791533569156826,1.0,0.2641210972779273,0.25315932919735346
70,0.05847101452502799,55.28632761175568,56.32558996990029,-27.07441684677276,1.0,-0.07868639122343539,-0.179476436563912,48.10007757843877,48.676783246430126,-39.732131571092474,1.0,0.2803899497990846,0.2598188314314246
71,0.069623312734543,55.292656871227685,56.33144186564371,-27.08025068161896,1.0,-0.0795652331283481,-0.1881434585473673,48.08324515191429,48.658464960406086,-39.70148030818367,1.0,0.29437960875625013,0.28937060940989456
72,0.07206011309902718,55.345066118769665,56.38138594630394,-27.130065277836607,1.0,-0.08044853977756114,-0.17718095955418234,48.08025660375843,48.65464766624339,-39.695094433541286,1.0,0.3055768759351763,0.3105464516352948
73,0.06564085122118606,55.39016815352624,56.42447400732881,-27.17307710154476,1.0,-0.0810226415339283,-0.17820744319108967,48.08242629515216,48.65655215501987,-39.69828035189361,1.0,0.31165464704111556,0.31982309548537297
74,0.06946016404222935,55.341496704397976,56.377742884255404,-27.12643016810395,1.0,-0.08126168962611705,-0.17894908914578617,48.05590719639453,48.62937067912447,-39.65282171239491,1.0,0.31366083296955927,0.3182224982240425
75,0.07122845012456813,55.264374326324834,56.30347604270275,-27.052376643099585,1.0,-0.07955081708193812,-0.17437195607377776,48.02560400802459,48.59868082325794,-39.601526146201394,1.0,0.31279830710126144,0.31683029796833
76,0.06608899571794144,55.25256564361708,56.29223514434207,-27.041176537570507,1.0,-0.07943942809674892,-0.17359528811152583,48.00465732398589,48.57763976980637,-39.56637647008669,1.0,0.3134346800058012,0.3194268705292371
77,0.055911256198553326,55.25966851867764,56.298660952083864,-27.04757875247938,1.0,-0.07867478597641861,-0.17137484629881403,47.98737167069196,48.56039355325521,-39.537577527759744,1.0,0.31452483354402583,0.3369744396931905
78,0.04711979025221886,55.31518942900146,56.35127758769086,-27.100029692933475,1.0,-0.07773957064066273,-0.16019509657534012,47.99858019237026,48.57219459042298,-39.55728262288624,1.0,0.31687549632562734,0.3255190998752885
79,0.06699494446845765,55.392081652829084,56.42427768724441,-27.17288105430286,1.0,-0.07516454178665129,-0.15248519603807376,48.02239799833618,48.597019965879284,-39.59875108355043,1.0,0.31893346459646,0.328697018888231
80,0.06523555041627681,55.36169957148062,56.394610023785475,-27.14326246274376,1.0,-0.07306114995719667,-0.15231311698069275,48.01666200374809,48.591582501649576,-39.589666497418456,1.0,0.3184226865744121,0.3258547002479719
