target,R2,RMSE,MAE,split_mode,model,embedding_dim,engineered_dim,input_dim,train_rows,val_rows,test_rows,best_epoch,best_val_loss,model_seed,split_seed
PM2.5,0.945392906665802,10.870281730587472,5.142346382141113,random,t7_resnet50_yolo_road_tabular_gru_no_pm_inputs,4096,112,4208,18059,3187,5312,77,0.019970194006768558,22,42
PM10,0.9628229141235352,22.204900747076085,10.010791778564453,random,t7_resnet50_yolo_road_tabular_gru_no_pm_inputs,4096,112,4208,18059,3187,5312,77,0.019970194006768558,22,42
aqi,0.9524349570274353,23.885559622836844,11.763587951660156,random,t7_resnet50_yolo_road_tabular_gru_no_pm_inputs,4096,112,4208,18059,3187,5312,77,0.019970194006768558,22,42
Average,0.9535502592722574,18.986914033500135,8.97224203745524,random,t7_resnet50_yolo_road_tabular_gru_no_pm_inputs,4096,112,4208,18059,3187,5312,77,0.019970194006768558,22,42
