model,target_mode,val_MAE,val_RMSE,val_R2,val_Pearson,val_Spearman,test_MAE,test_RMSE,test_R2,test_Pearson,test_Spearman
mean_baseline,log1p,20.38064441927354,39.17644352288247,-0.1218361432192403,,,30.130311751322743,41.62366640491317,-0.010798306052963058,,
ridge_alpha_0.1,log1p,26.331999484777647,45.490958217641385,-0.5126191076878757,0.006419568703181931,0.14281646507692392,68.85216261638443,87.73305611346379,-3.490661883530173,-0.349470277254554,-0.46926400646767463
ridge_alpha_1,log1p,26.33183057620528,45.49073396791583,-0.5126041946767195,0.006447453963388907,0.14282374543158577,68.8509050198105,87.73071824661153,-3.4904225568693468,-0.3494812351420853,-0.46926461339040076
ridge_alpha_10,log1p,26.33011178730681,45.488480066712626,-0.5124543102647199,0.006724421039579112,0.1428791127544375,68.83808131268846,87.707180436077,-3.488013354283633,-0.34958926700834786,-0.46928415443903376
ridge_alpha_100,log1p,26.31094824849543,45.46486519775529,-0.5108843681876079,0.009321188152143178,0.14360757425699022,68.68898591030266,87.45855564551087,-3.462604947738291,-0.35051963342802006,-0.4714775604312648
hist_gradient_boosting,log1p,27.186211987518053,44.80637894561145,-0.467435791643916,0.11564620109906268,0.30432412260687997,120.23703622619341,152.97420485133068,-12.652753523487416,-0.36652254472983825,-0.47175781828619845
random_forest,log1p,30.828636845012205,47.76069604846778,-0.6673267093616062,0.10916515530763067,0.22304871370960752,117.0684765150824,144.4611510476989,-11.175476950713659,-0.3924102899813195,-0.475624628943909
