run,model,variant,pooling,input_dim,pca_evr,PM25_R2,PM25_RMSE,PM10_R2,PM10_RMSE,AQI_R2,AQI_RMSE,Avg_R2,Avg_RMSE,runtime_sec,path
rf_embedding_plus_tabular_mean_pca256_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged,rf,embedding_plus_tabular,mean,265,0.71209716796875,0.501014466271055,31.49054750690292,0.7221897275354019,57.30346191749501,0.5414725457960594,71.2032517690241,0.5882255798675055,53.33242039780735,4.005316734313965,experiments/traqid_pretraining_v1/reports/embedding_classical_baselines/rf_embedding_plus_tabular_mean_pca256_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged/metrics_embedding_classical.json
extratrees_embedding_plus_tabular_mean_pca256_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged,extratrees,embedding_plus_tabular,mean,265,0.71209716796875,0.4374824856267031,33.43522564928423,0.6945587612715782,60.08561989574651,0.49507148458374206,74.71918130300003,0.5423709104940079,56.080008949343586,2.5452067852020264,experiments/traqid_pretraining_v1/reports/embedding_classical_baselines/extratrees_embedding_plus_tabular_mean_pca256_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged/metrics_embedding_classical.json
extratrees_embedding_only_mean_pca256_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged,extratrees,embedding_only,mean,256,0.71209716796875,0.08045079673161881,42.74877953143336,0.1813846927963757,98.36636899118409,0.11412537223399388,98.9699355453394,0.12532028725399613,80.02836135598562,2.651472330093384,experiments/traqid_pretraining_v1/reports/embedding_classical_baselines/extratrees_embedding_only_mean_pca256_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged/metrics_embedding_classical.json
