epoch,train_loss,val_avg_RMSE,val_avg_R2,test_avg_RMSE,test_avg_R2,val_PM2.5_RMSE,val_PM2.5_R2,test_PM2.5_RMSE,test_PM2.5_R2,test_PM2.5_Spearman,val_PM10_RMSE,val_PM10_R2,test_PM10_RMSE,test_PM10_R2,test_PM10_Spearman,val_AQI_RMSE,val_AQI_R2,test_AQI_RMSE,test_AQI_R2,test_AQI_Spearman
1,0.030433693341591347,70.12911344934092,0.3510972460110982,69.86468162300629,0.3483244975407918,41.73369202221016,0.21599501371383667,40.48382622167617,0.22432047128677368,0.41295032122796294,80.4027824262009,0.49699866771698,80.64272152622486,0.49178963899612427,0.6151812472231238,88.25086589961171,0.340298056602478,88.46749712111787,0.32886338233947754,0.4978136425852435
2,0.014995663443190489,54.31289284898171,0.5942185918490092,54.376424430026965,0.5909235874811808,34.26599015138316,0.47146743535995483,32.989626091962606,0.48492079973220825,0.5760935328354267,56.733430434852515,0.749559223651886,57.130534298383296,0.7449356317520142,0.7253921046942932,71.93925796070947,0.5616291165351868,73.00911289973499,0.5429143309593201,0.651514260879908
3,0.011379287928010547,47.87527103908346,0.6834758321444193,48.07503128013243,0.678311308224996,30.316109039340063,0.5862936973571777,29.33450708063905,0.5927352905273438,0.6329406165548496,49.3963487271896,0.8101473450660706,49.600387965500076,0.8077424764633179,0.7511332070289627,63.913355350720714,0.6539864540100098,65.29019879425816,0.6344561576843262,0.7003483910986728
4,0.009051951137650917,43.924316958845786,0.7349541783332825,44.1403878506325,0.7295751571655273,27.65307736922387,0.6557831764221191,26.879480458642842,0.6580512523651123,0.6710100912628914,45.944097634210586,0.8357571959495544,46.01394574609963,0.8345403075218201,0.7606402992764009,58.175775873102886,0.7133221626281738,59.527737347155025,0.6961339116096497,0.7234148245794947
5,0.007401265414019545,39.92372164233161,0.7812754909197489,40.95752511297155,0.7672240336736044,25.13419306707125,0.7156356573104858,24.951878735706583,0.7053369283676147,0.6995298231212287,42.05621644652399,0.8623781800270081,42.80989955606063,0.8567806482315063,0.7797142215747374,52.58075541339959,0.7658126354217529,55.11079704714744,0.7395545244216919,0.7507358517941155
6,0.006155528309858863,40.2051836287305,0.780964732170105,41.109134430458205,0.7664133111635844,24.745941754170143,0.7243530750274658,24.85257189084952,0.7076777219772339,0.7294093065893054,42.64547139461293,0.8584946393966675,42.983504569067684,0.8556167483329773,0.7860700218442377,53.22413773740844,0.7600464820861816,55.49132683145741,0.735945463180542,0.771518702961193
7,0.005293742941666912,36.11002978549873,0.8214350342750549,36.7760212433737,0.8118305404980978,22.69766822971924,0.7680963277816772,22.5224016356927,0.759924054145813,0.7414847122611518,38.35618781311155,0.8855283856391907,38.44609913973718,0.8844904899597168,0.8156235956647165,47.27623331366539,0.8106803894042969,49.359562954691214,0.7910770773887634,0.789569397617609
8,0.004617047734362094,34.12520975838101,0.841975470383962,34.74648307520429,0.8317368626594543,21.135281741139476,0.7989234924316406,21.38418756425418,0.7835763692855835,0.7600493845720522,36.61559646239393,0.8956820368766785,36.50455310589266,0.8958624601364136,0.8196874445313841,44.62475107160963,0.8313208818435669,46.350708555466014,0.815771758556366,0.8034365662734707
9,0.004141717838677761,33.963023830486875,0.8396129409472147,34.14397279530856,0.8328941663106283,21.880752591818567,0.78448885679245,21.995692438289907,0.7710216045379639,0.7615232132724039,35.604169142834415,0.9013655185699463,35.18394915753933,0.9032608270645142,0.8214330422068784,44.40414975680764,0.832984447479248,45.25227679009643,0.8244000673294067,0.8022881492717457
10,0.0037164065583910966,32.27307086253154,0.8577666680018107,32.23440427022667,0.8547608852386475,20.214247802205858,0.8160666823387146,19.93809006155641,0.8118577599525452,0.787162060787989,34.50709703950406,0.9073503613471985,33.80067268018216,0.9107180237770081,0.8353308301637327,42.097867745884706,0.849882960319519,42.964450068941446,0.8417068719863892,0.8250840269464824
11,0.0033732824124184982,31.362382717922486,0.866012970606486,32.27374004425919,0.8557849129041036,19.516558537019435,0.8285443782806396,19.637856712476687,0.817481279373169,0.7989781417789923,33.32801511936879,0.9135737419128418,34.0585290116514,0.909350574016571,0.8473573364821686,41.24257449737922,0.8559207916259766,43.12483440864947,0.8405228853225708,0.8347497131557359
12,0.0031991958485175034,30.76386168077291,0.8705056309700012,31.5257974362289,0.8602180083592733,19.30582013699779,0.8322271108627319,19.68281039136291,0.8166447281837463,0.8112345446339431,32.67771797346205,0.9169135093688965,32.8150426842201,0.9158490300178528,0.8590399407874598,40.308046931858875,0.8623762726783752,42.07953923310369,0.8481602668762207,0.8448103857368653
13,0.0029303508167319624,30.971768415944045,0.8714006940523783,31.49438821203721,0.8630605141321818,18.73357353373216,0.8420256972312927,19.031402336726103,0.8285802602767944,0.8212417140992705,33.31521704151779,0.9136400818824768,33.11475003562423,0.9143048524856567,0.8572545082334642,40.866514672582184,0.8585363030433655,42.3370122637613,0.8462964296340942,0.8517749626202624
14,0.002742183405313302,29.24152037165477,0.883512556552887,29.409370490506813,0.8789660731951395,18.257806649817205,0.8499478101730347,18.25681543463846,0.8422499895095825,0.8318385727149534,31.432264373607318,0.923126220703125,30.99143814477234,0.9249420762062073,0.8611698576201782,38.03449009153978,0.8774636387825012,38.97985789210964,0.8697061538696289,0.8588805948146369
15,0.0025781554243436296,31.689887224013166,0.8633731404940287,31.90812537464602,0.8590406179428101,19.69527453759729,0.8253899216651917,19.425093539882972,0.8214148283004761,0.8270487943237782,33.81565698351228,0.911026120185852,33.735294105126385,0.9110630750656128,0.8680047402878734,41.55873015092993,0.8537033796310425,42.5639884789287,0.8446439504623413,0.8594562712497802
16,0.0024922149303596066,28.225622023879662,0.8923565944035848,28.866591885081686,0.8839178482691447,17.375302977630437,0.8641029596328735,17.8070441205861,0.8499268889427185,0.8395567976075816,30.546589272960368,0.9273973703384399,30.64857491047453,0.9265936017036438,0.8747062731673325,36.75497382104819,0.8855694532394409,38.144156624184426,0.8752330541610718,0.8694069032778374
17,0.002280990809791659,28.15192830737733,0.8928179144859314,29.204919975735354,0.8829375505447388,17.35800283590171,0.8643734455108643,17.602948618024996,0.8533473014831543,0.8412891447742058,30.442243077247426,0.9278925657272339,31.614589017881148,0.921893298625946,0.8745126966126856,36.655539008982835,0.886187732219696,38.397222291299926,0.873572051525116,0.8692655044724013
18,0.0021463918731680484,26.40141990715308,0.9060372114181519,27.338977569957866,0.8959559798240662,16.220162096824605,0.8815716505050659,16.91519644726627,0.8645829558372498,0.8447836373894242,28.845955910028035,0.9352564215660095,29.48770971801748,0.9320490956306458,0.8743453356942962,34.13814171460659,0.9012835621833801,35.61402654458984,0.891235888004303,0.8713668583261059
