max_input_overlap_mean,max_input_overlap_median,max_input_overlap_max,max_input_overlap_frac_ge_1,max_input_overlap_frac_ge_6,max_input_overlap_frac_ge_11,max_input_overlap_frac_ge_12,max_input_overlap_frac_ge_23,max_input_overlap_frac_eq_0,max_target_overlap_mean,max_target_overlap_median,max_target_overlap_max,max_target_overlap_frac_ge_1,max_target_overlap_frac_ge_6,max_target_overlap_frac_ge_11,max_target_overlap_frac_ge_12,max_target_overlap_frac_ge_23,max_target_overlap_frac_eq_0,max_combined_overlap_mean,max_combined_overlap_median,max_combined_overlap_max,max_combined_overlap_frac_ge_1,max_combined_overlap_frac_ge_6,max_combined_overlap_frac_ge_11,max_combined_overlap_frac_ge_12,max_combined_overlap_frac_ge_23,max_combined_overlap_frac_eq_0,manifest,split_col,train_name,eval_name,train_sequences,eval_sequences,input_col,target_col,target_id_col
0.05331179321486268,0.0,11.0,0.008885298869143781,0.004846526655896607,0.0008077544426494346,0.0,0.0,0.9911147011308562,0.05331179321486268,0.0,11.0,0.008885298869143781,0.004846526655896607,0.0008077544426494346,0.0,0.0,0.9911147011308562,0.22294022617124395,0.0,23.0,0.018578352180936994,0.014539579967689823,0.01050080775444265,0.009693053311793215,0.0008077544426494346,0.981421647819063,experiments/traqid_pretraining_v1/data/processed/forecasting_sequences/traqid_forecast_T12_H12_timestamp_manifest.csv,split_chrono_forecast,train,val,5779,1238,input_row_ids,target_row_ids,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,experiments/traqid_pretraining_v1/data/processed/forecasting_sequences/traqid_forecast_T12_H12_timestamp_manifest.csv,split_chrono_forecast,train,test,5779,1240,input_row_ids,target_row_ids,
