phase,epoch,train_loss,val_MAE,val_RMSE,val_R2,val_Pearson,val_Spearman,test_MAE,test_RMSE,test_R2,test_Pearson,test_Spearman
head,1,0.29328359083207783,37.305849149428504,54.381588484541886,-0.35254432176613526,0.09589287637898161,0.13273886336666144,36.99333316311129,53.72769610027199,-0.27976022442761006,0.13641279002211468,0.1464374879273061
head,2,0.22906798520103006,32.10153753432198,50.69674820523117,-0.17546021517933763,0.13049121872899774,0.16334933629489404,31.685946062765737,50.09861313873768,-0.11271406906523684,0.19299425716392882,0.19279289266138605
head,3,0.21623040205554966,31.403220532716126,49.585146629271726,-0.12447791656874063,0.18422918126428883,0.2184429670587493,31.088815220828536,49.17352732042799,-0.07200027446825463,0.22842440397144187,0.23361885766196422
head,4,0.20005949983297278,30.83457562829303,51.31537502287671,-0.20432233709580983,0.1488567446813369,0.2062786170341456,31.24432188817586,51.53164018393511,-0.17728091427626547,0.1824193246511468,0.2170758888227802
head,5,0.19262974831759705,29.90522206181112,47.91532830222872,-0.05001780516280374,0.2377621893090081,0.26145226189295595,29.875836030177506,47.822349997494506,-0.013897376321725163,0.2703255024375727,0.2646812388344298
finetune,1,0.1678768888178124,28.16586750260238,45.213706079425876,0.06505095855806964,0.33171543015449,0.36641702220411854,28.491097995008843,45.4579227733789,0.08388215034692137,0.34799863131776165,0.35593397203296684
finetune,2,0.1482338544750949,26.89136078880764,44.09278775133062,0.11083401018798622,0.3945893915193823,0.4118452403936946,27.20321091647627,44.471680966864,0.12320258047943478,0.4064294927862989,0.4021979091957161
finetune,3,0.13783197120969934,26.3786131650552,43.30131869735103,0.1424687168924087,0.42402289096606777,0.43082114560793733,26.907168715313517,43.99270009413047,0.14198790864731636,0.42297821265511004,0.4180551762124113
