epoch,train_loss,val_loss,road_iou,road_dice,road_precision,road_recall
1,0.24012571945786476,0.1523615074902773,0.8488312749868185,0.9129289283688053,0.8737801911311641,0.9663883564417596
2,0.11680843004956841,0.09408407052978873,0.8770766226043025,0.9291956036613754,0.9305154591217007,0.9354656259257688
3,0.08836004367098212,0.08326000051572918,0.8857075146823928,0.9345620710603866,0.9471785836107148,0.9278980417267753
4,0.07580980093451217,0.08127557091414929,0.8878199460979769,0.9365762133514576,0.9415979292373823,0.9387163915091368
5,0.06919923940673471,0.07469707964919507,0.8934666827698803,0.9387118025046235,0.9350004529516193,0.9488178569867831
