target,R2,RMSE,MAE
PM2.5,0.9495723154192165,10.446019159292307,4.868302377095118
PM10,0.966677748009331,21.02220579196278,9.375514544287176
aqi,0.9569842405303838,22.714604859620533,11.074623270125587
Average,0.9577447679863105,18.060943270291872,8.43948006383596
