run,split_col,PM25_R2,PM25_RMSE,PM10_R2,PM10_RMSE,AQI_R2,AQI_RMSE,Avg_R2,Avg_RMSE
traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_twofold_tabular_fusion,split_twofold,0.9058083891868591,14.375174081826366,0.9480019211769104,25.90221267733765,0.920030951499939,30.849647398777613,0.9246137539545695,23.709011385980546
traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_twofold_swapped_split_twofold_swapped_tabular_fusion,split_twofold_swapped,0.9051231741905212,14.379218237242865,0.938011646270752,28.161460741476994,0.9121667742729187,32.1754926784589,0.9184338649113973,24.90539055239292
