target,R2,RMSE,MAE,split_mode,model,embedding_dim,engineered_dim,input_dim,train_rows,val_rows,test_rows,best_epoch,best_val_loss,model_seed,split_seed
PM2.5,0.9344445466995239,11.910247852427338,6.483090877532959,random,t7_multimodal_gru_bidir_no_pm_inputs,1024,112,1136,18059,3187,5312,79,0.02636902406811714,11,42
PM10,0.9556900262832642,24.241639888674765,12.23841381072998,random,t7_multimodal_gru_bidir_no_pm_inputs,1024,112,1136,18059,3187,5312,79,0.02636902406811714,11,42
aqi,0.941353440284729,26.522392744519323,14.45727252960205,random,t7_multimodal_gru_bidir_no_pm_inputs,1024,112,1136,18059,3187,5312,79,0.02636902406811714,11,42
Average,0.943829337755839,20.891426828540475,11.059592405954996,random,t7_multimodal_gru_bidir_no_pm_inputs,1024,112,1136,18059,3187,5312,79,0.02636902406811714,11,42
