epoch,train_loss,val_loss
1,0.29312569994322013,0.26145204443197984
2,0.21112322408548542,0.18520031984035784
3,0.16038362209645796,0.14799534300198922
4,0.13049123614606722,0.1185343936085701
5,0.10599676204819075,0.10169251893575375
6,0.08930389467679278,0.07999006314919545
7,0.08000321402935914,0.0740723956662875
8,0.07185980289334983,0.0658254291002567
9,0.0670313304683692,0.061470373605306335
10,0.061343202603534916,0.05650985040343725
11,0.06021252069884623,0.054608964576170996
12,0.05623843316251124,0.050727339891287
13,0.053501365994903405,0.04982406903917973
14,0.05097069780171757,0.049141464898219474
15,0.049566770313491285,0.04721603943751408
16,0.0481352239952121,0.04626914557929222
17,0.046807877535761246,0.046150573171102084
18,0.045076830128968605,0.04180399314142191
19,0.0428820335057,0.04305582421903427
20,0.04205659414890786,0.04336444274164163
21,0.04193863398592237,0.04285406249646957
22,0.03877903106556812,0.04147398543472473
23,0.038667469639593444,0.04135067359759258
24,0.03748689077689614,0.04179105893350565
25,0.03626530391859337,0.038580850626413636
26,0.035229509827536594,0.03949309169099881
27,0.03440398132612168,0.03744438691781117
28,0.034375467245847405,0.03692067744067082
29,0.033279282972216606,0.03767476889949579
30,0.03191540185624445,0.03717039984006148
31,0.03161483399674926,0.03609173186123371
32,0.031198342999731992,0.035411814657541424
33,0.030489030044893145,0.03517194837331772
34,0.029256127748480985,0.03368472666121446
35,0.029681694602042858,0.0330709175994763
36,0.028594061706057737,0.034139604665912114
37,0.028139924446881657,0.03274122066795826
38,0.02706264439498035,0.031643756020527616
39,0.026888241938931842,0.03163484684549845
40,0.027040237062413926,0.03226048642626175
41,0.025966576917070737,0.030552198107425984
42,0.02538348524503305,0.031095252587245062
43,0.026037004632009586,0.03268451573183903
44,0.02499615868002596,0.03082482287516961
45,0.02485561153103768,0.03156588728038164
46,0.024113458620620445,0.03264665746918091
47,0.02423216284475696,0.02949243726638647
48,0.02356684983143924,0.03052617867405598
49,0.022938953122307718,0.029912315165767304
50,0.023191777910564988,0.029553670149583083
51,0.022768128689535906,0.029752569559674997
52,0.022558875788580363,0.03017852154488747
53,0.022022092203334183,0.02928677903344998
54,0.02190182755478251,0.028462980372401383
55,0.020943759743806342,0.02903411823969621
56,0.020977543758779343,0.029342464099709805
57,0.02113324085014387,0.028697296117360774
58,0.020661417539165894,0.0282099311454938
59,0.020497307496171603,0.028777044696303513
60,0.020802900759162198,0.028416928763572987
61,0.019772950848433335,0.027963344007730484
62,0.01989940079060239,0.02821743875168837
63,0.01971531913838756,0.02749697505854643
64,0.01966124968472081,0.028666766790243294
65,0.018848076764441713,0.027763439199099176
66,0.01953087408672756,0.02732137332742031
67,0.018918605049101398,0.027317134233621452
68,0.01870218811320587,0.02779864534162558
69,0.018603794053721597,0.026425298876487292
70,0.018177608828204617,0.026781555838309802
71,0.018600023836946825,0.02696876571728633
72,0.018505401214138722,0.027709324485980548
73,0.01799480620981522,0.027035075884598952
74,0.01769324886599477,0.028248147179300968
75,0.01806602393552451,0.027035219881397028
76,0.017371831488021662,0.026426585391163826
77,0.016991772334760343,0.026657822326971933
78,0.016763097908295378,0.026873417341938384
79,0.017108486047093297,0.02636902406811714
80,0.016872024281658758,0.02675685788003298
