target,R2,RMSE,MAE,split_mode,model,embedding_dim,engineered_dim,input_dim,train_rows,val_rows,test_rows,best_epoch,best_val_loss,model_seed,split_seed
PM2.5,0.9449526071548462,10.914015664045891,5.122512340545654,random,t7_resnet50_yolo_road_tabular_gru_no_pm_inputs,4096,112,4208,18059,3187,5312,72,0.02022756765095087,33,42
PM10,0.9635655879974365,21.981996278782113,10.02125358581543,random,t7_resnet50_yolo_road_tabular_gru_no_pm_inputs,4096,112,4208,18059,3187,5312,72,0.02022756765095087,33,42
aqi,0.9530625343322754,23.727458978371715,11.834454536437988,random,t7_resnet50_yolo_road_tabular_gru_no_pm_inputs,4096,112,4208,18059,3187,5312,72,0.02022756765095087,33,42
Average,0.9538602431615194,18.874490307066573,8.992740154266357,random,t7_resnet50_yolo_road_tabular_gru_no_pm_inputs,4096,112,4208,18059,3187,5312,72,0.02022756765095087,33,42
