target,R2,RMSE,MAE
PM2.5,0.8970526552937899,14.408099313659632,8.11440998
PM10,0.9885506514574453,13.216250714958552,9.385882700000007
aqi,0.9242493001807734,30.540980511730588,16.990100180000006
Average,0.936617535644003,19.38844351344959,11.496797620000004
