target,R2,RMSE,MAE
PM2.5,0.9466543014710969,10.744000190388528,5.17686314839716
PM10,0.9649235707635856,21.56844319856994,9.805798107277324
aqi,0.9538431281659331,23.52933064771802,11.596081510380808
Average,0.9551403334668719,18.613924678892165,8.85958092201843
