epoch,train_loss,val_loss
1,0.8681872495233196,0.9345862457994372
2,0.7093211669627935,1.026143136434257
3,0.6041678265757757,1.100127803394571
4,0.5186312340506135,1.067288899095729
5,0.4475670434432487,1.0559507342986763
6,0.3877347762862297,1.1394267824944109
7,0.34203886322370947,1.0718949738657102
8,0.3034993020230777,1.1690847757272422
9,0.2531483103457379,1.050768798799254
10,0.21939090603630837,1.1093818724621087
11,0.19501956700258058,1.0815968285314739
12,0.16898188903315425,1.112985344720073
13,0.14876233025977056,1.1706317856442183
