epoch,train_loss,val_loss
1,0.2362336862674901,0.12746425718069077
2,0.11560274922931699,0.07391977195556347
3,0.06909157503658617,0.051690552956782855
4,0.05272229766132126,0.042822484786693864
5,0.04478605335552088,0.04147075603787716
6,0.03974333919689689,0.03606150113046169
7,0.035331160066203335,0.03261867122581372
8,0.03217376695132591,0.03004202604866945
9,0.03032403294993958,0.031108037783549383
10,0.02831023296629879,0.02719061477826192
11,0.02657401897537876,0.026878181701669328
12,0.025299425381170193,0.025854359452541057
13,0.02442365714257032,0.02588746467461953
14,0.023213065255590727,0.025343462466620482
15,0.02202181219005249,0.02372845749442394
16,0.020936695229209646,0.0225385155958625
17,0.01969174918731753,0.021874693508904714
18,0.019467135655208374,0.021564483714218322
19,0.01863702335460505,0.02045289885539275
20,0.01866387369924448,0.021733075165404722
21,0.01787194116434581,0.020155192496111758
22,0.017037681566262747,0.020883974619209766
23,0.016648510864502947,0.02253295495533026
24,0.016503324443605583,0.02106590998860506
25,0.0159511656015062,0.01998202860928499
26,0.015355158767754763,0.020841876617991008
27,0.01529632309372996,0.020229022663373213
28,0.0150680158182349,0.020825564073255427
29,0.014538301010681709,0.01930142709842095
30,0.014633149118490622,0.019336366309569433
31,0.014456972269944742,0.01967722800775216
32,0.01356790335455411,0.01957344779601464
33,0.013256049019769884,0.01902544183226732
34,0.013261110233274144,0.01914408917610462
35,0.013241952573749381,0.019466347634219207
36,0.012699390328686002,0.018781438398246583
37,0.012340585504409293,0.01903024036437273
38,0.012583268583345582,0.018435144080565527
39,0.012607944643938206,0.018837773670943882
40,0.012346276318208433,0.018376525348195664
41,0.011767107757254385,0.01808929113814464
42,0.01169556450151222,0.0181753052971684
43,0.011951171897981368,0.01821804218567335
44,0.011368476798836614,0.017833167472137854
45,0.011464626633260451,0.01804830814496829
46,0.011416149850357587,0.018422218326192636
47,0.011356189571530886,0.0200103736984042
48,0.011369467804759321,0.01804529646268258
49,0.011007464713823627,0.018157202177322827
50,0.010837007655014455,0.01860026800288604
51,0.010781258561084387,0.017956527308202706
52,0.010228258426445471,0.017452796992774192
53,0.010758038793861027,0.01803828883343018
54,0.010231822998013715,0.017718736727077227
55,0.010465920030493552,0.017521831206977367
56,0.010048057634750722,0.018391525372862816
57,0.010018257286504541,0.017491199004535492
58,0.00993369432481032,0.01691025825074086
59,0.009951302991576597,0.01756586994116123
60,0.009705305329038643,0.018345836979838517
61,0.009840951688115445,0.017375557253567073
62,0.00971269142538519,0.017755900223094683
63,0.009463964771269493,0.017925759992347315
64,0.00975533328215841,0.016733415854664948
65,0.009511995876968746,0.01731075933919503
66,0.009813078993957646,0.017322345135303643
67,0.00946646219801525,0.018017276118581112
68,0.00949926600253708,0.017584827871849902
69,0.009381492209004265,0.01773143853419102
70,0.009247201547341448,0.0175323558684725
71,0.00909731844046586,0.018307756417645857
72,0.008976511991727101,0.01689562201499939
73,0.009044847772522291,0.016966090680888064
74,0.009140501277599956,0.01668776385486126
75,0.008994051425809592,0.01715980051085353
76,0.00892444419950037,0.01633344067690464
77,0.00905393315872676,0.017400395626632068
78,0.009234463933750357,0.017155060114768837
79,0.00871552737482207,0.017618814913126137
80,0.008860283478779691,0.016834261683890454
