epoch,train_loss,val_loss
1,0.27339590792085083,0.21715641021728516
2,0.16129992912772675,0.12976345993005312
3,0.09916564953369154,0.08577087063055772
4,0.07262075923278298,0.06917280818407352
5,0.058392890269907426,0.057627889685905896
6,0.051958151319077314,0.050019603509169355
7,0.04628007027359916,0.04938052566005634
8,0.04113036181620309,0.04409244455970251
9,0.038557413886760324,0.043637894380551115
10,0.03598399386859276,0.03903550554353457
11,0.0323520773680697,0.03881974346362627
12,0.030762576170160736,0.03777661733329296
13,0.029101257356749455,0.037597607248104535
14,0.028047909828978524,0.03552920285325784
15,0.026386919759318863,0.03421662891140351
16,0.025407617885461996,0.03433522381461584
17,0.024782586055742184,0.033601005060168415
18,0.023438425852694143,0.032355439061155684
19,0.022102655947838033,0.03249652425830181
20,0.021822951379901086,0.031050215260340616
21,0.020964420125098297,0.031155269879561204
22,0.020276835870365023,0.03074179546764264
23,0.019861654929396972,0.029163182641451176
24,0.019094407505972286,0.02959820398917565
25,0.01889071452208388,0.029134606799254052
26,0.018065482771522562,0.02876343936301195
27,0.01856718054959472,0.02829602389381482
28,0.017445117891044686,0.028269522321911957
29,0.017277779451138536,0.027598098206978578
30,0.016954262531034544,0.027808587568310592
31,0.0167379353562711,0.029197014295137845
32,0.016657506640423352,0.028098726645112038
33,0.01588741536448959,0.028312084050132677
34,0.015599754507797705,0.02759618269136319
35,0.01534584631592455,0.027266098043093316
36,0.015129657094957123,0.02669964938496168
37,0.0149776643850434,0.02725610609811086
38,0.01444712832150325,0.025902268691704824
39,0.013981235816969837,0.026229356630490377
40,0.014116007060756986,0.02783636935055256
41,0.014396324504534123,0.027506037328678828
42,0.01414594156536418,0.02621402283414052
43,0.013293202100715168,0.02622205291229945
44,0.013257029899199245,0.025592687897957288
45,0.013012050349317806,0.025431581056461885
46,0.01266267576950117,0.024867364778541602
47,0.01294332270471143,0.02533559135806102
48,0.012470358248117944,0.02491971871887262
49,0.01252775804572542,0.02504546381533146
50,0.012031522422084506,0.02415529129883418
51,0.011871576453493515,0.024071908914125882
52,0.011799147011528552,0.024436456366227224
53,0.012141836492318503,0.025249021772581797
54,0.011912444921236642,0.025158922402904585
55,0.011611232376644309,0.02477951949605575
56,0.011333254657843163,0.024336721031711653
57,0.011783061824529104,0.025262284880647294
58,0.011380855551540432,0.023918975646106098
59,0.011200148717198573,0.02479025678565869
60,0.01095386557805706,0.02423211717261718
61,0.010996624197758419,0.02439256585561312
62,0.011043409869389635,0.02435549943206402
63,0.010790257340848026,0.024809627077327326
64,0.010754088398961114,0.024359419870261963
65,0.010562545862573554,0.02480345441458317
66,0.010633964498173182,0.023554333485662937
67,0.01095156233862672,0.023954411395467244
68,0.010523850235983099,0.023417929044136636
69,0.010598549422558765,0.02323328323948842
70,0.010559509193498485,0.02383218275812956
71,0.01009746558938018,0.024441339863607518
72,0.009910751009543597,0.024038417193178948
73,0.00991032822844638,0.023922403916143455
74,0.009990701117408527,0.02474687542193211
75,0.010126493484254035,0.02372022044773285
76,0.009597247971457914,0.024074830687963046
77,0.009468597976464621,0.024025350737457093
78,0.00966838576739103,0.023632880873405017
79,0.009391494397021515,0.023963700979948044
80,0.009319067644086522,0.023890467432255928
