target,R2,RMSE,MAE,split_mode,model,embedding_dim,engineered_dim,input_dim,train_rows,val_rows,test_rows,best_epoch,best_val_loss,model_seed,split_seed
PM2.5,0.9370736479759216,11.66897109751367,5.66093111038208,random,t7_multimodal_gru_bidir_no_pm_inputs,4096,112,4208,18059,3187,5312,69,0.02323328323948842,42,42
PM10,0.9565074443817139,24.016992275652463,10.993327140808105,random,t7_multimodal_gru_bidir_no_pm_inputs,4096,112,4208,18059,3187,5312,69,0.02323328323948842,42,42
aqi,0.9435617327690125,26.018253667872894,13.034135818481445,random,t7_multimodal_gru_bidir_no_pm_inputs,4096,112,4208,18059,3187,5312,69,0.02323328323948842,42,42
Average,0.945714275042216,20.56807234701301,9.89613135655721,random,t7_multimodal_gru_bidir_no_pm_inputs,4096,112,4208,18059,3187,5312,69,0.02323328323948842,42,42
