feature,importance
num__hour_sin,0.16470645132892325
num__month_sin,0.10275414229323156
cat__Season_Monsoon,0.08286582760671417
num__month_cos,0.08250808043664444
num__dayofweek_cos,0.06595067715480457
num__image_id,0.05013432859743388
cat__Season_Winter,0.04393683872641345
num__video_offset_sec,0.04309289067337706
num__processed_frame_key,0.042942936125820404
num__hour_cos,0.03250494640739995
num__dayofweek_sin,0.030378374094948216
num__Humidity_yolo,0.02489114771787304
num__Humidity,0.024514494494381082
num__Temperature,0.01971433143525486
num__Temperature_yolo,0.018128363756874193
cat__Day_or_Night_Night,0.007778997439173092
cat__Day_or_Night_Day,0.00771133264118387
num__near_traffic_mix_count_index,0.004098938842520254
cat__Season_Summer,0.003890651061116843
num__road_area_ratio,0.0035438920665958225
num__road_area_pixels,0.0031990086989502004
num__road_mean_saturation,0.0030907179985423003
num__road_gray_dry_pixel_ratio,0.0030629037281917457
num__road_laplacian_std,0.0030072458014192417
num__near_vehicle_count,0.0029327269577556227
num__car_conf_sum,0.002832175487138912
num__road_mean_brightness,0.0027599213880341276
num__road_haze_flatness_proxy,0.0027391415468718977
num__max_vehicle_confidence,0.0023480696659058248
num__road_edge_density,0.002341161390648021
num__vehicle_count_share_auto,0.0022990600982148402
num__road_brown_pixel_ratio,0.002247745695222021
num__left_half_vehicle_count,0.0022328143683950138
num__bus_near_count,0.002213009692419452
num__vehicle_area_share_auto,0.0022011974444195344
num__mean_vehicle_confidence,0.002173389064039898
num__car_count,0.002163260423704181
num__road_shadow_ratio,0.002148538613543739
num__bottom_half_vehicle_count,0.0020779448768598685
num__bus_conf_sum,0.0020693746219440185
num__right_half_vehicle_count,0.002066728876296002
num__total_vehicle_conf_sum,0.002034862506487231
num__center_lane_vehicle_area_ratio,0.0020237596746369682
num__road_contrast_std,0.0020147510885206183
num__bus_count,0.002010474125017672
num__center_lane_vehicle_count,0.002006496482136245
num__auto_conf_sum,0.002001645403101038
num__car_conf_area_ratio,0.0019971886261277963
num__car_area_ratio,0.001864861012660979
num__motorcycle_conf_sum,0.0018137967360834035
num__vehicle_count_share_two_wheeler,0.0018052944925515074
num__person_count,0.0017910877613167956
num__detections_total_raw,0.0017874578437417161
num__vehicle_area_share_two_wheeler,0.0017796660931775263
num__person_conf_sum,0.0017782272123128939
num__auto_count,0.001761597747019086
num__traffic_mix_count_index,0.0017604092232050197
num__truck_conf_sum,0.0017085699743745577
num__total_vehicle_conf_area_ratio,0.0016588998819295668
num__vehicle_area_share_heavy,0.001658775188290159
num__max_vehicle_box_area_ratio,0.001635543441694877
num__total_vehicle_count,0.0016182621257168673
num__bottom_half_vehicle_area_ratio,0.001603028591767425
num__auto_conf_area_ratio,0.001602215684881349
num__bus_near_area_ratio,0.0015937422311497584
num__total_vehicle_area_ratio,0.0015765113467484447
num__auto_area_ratio,0.001556250008705575
num__heavy_vehicle_count,0.0015492603063916627
num__mean_vehicle_box_area_ratio,0.0015456607639172506
num__car_near_area_ratio,0.0015420672581721584
num__vehicle_count_share_heavy,0.0015382903531474315
num__motorcycle_count,0.001530536028289593
num__truck_count,0.0015110749835525938
num__two_wheeler_count,0.0014839871944997652
num__motorcycle_conf_area_ratio,0.001456365142572511
num__person_conf_area_ratio,0.0014561476442412175
num__person_area_ratio,0.0014491484435232849
num__near_vehicle_area_ratio,0.0014291585774210186
num__motorcycle_area_ratio,0.0014233374429615058
num__two_wheeler_conf_area_ratio,0.0014036731618837822
num__car_near_count,0.0013860986521387528
num__traffic_mix_area_index,0.001356454562119357
num__two_wheeler_area_ratio,0.0013339954897109171
num__near_traffic_mix_area_index,0.0013075203094148752
num__person_near_count,0.0012172024828770354
num__truck_conf_area_ratio,0.0011651918811437564
num__near_heavy_vehicle_area_ratio,0.0011517589976434552
num__auto_near_count,0.0011128175432820453
num__truck_area_ratio,0.0010780082098590625
num__bus_area_ratio,0.0010639131637947465
num__near_heavy_vehicle_count,0.001053335008563069
num__motorcycle_near_count,0.001039605826936299
num__auto_near_area_ratio,0.0010164804263102483
num__near_two_wheeler_count,0.001010093576212577
num__motorcycle_near_area_ratio,0.0010070142447288631
num__heavy_vehicle_conf_area_ratio,0.0009676381983613347
num__near_two_wheeler_area_ratio,0.0009414301465379051
num__heavy_vehicle_area_ratio,0.0009156382941490777
num__person_near_area_ratio,0.0008999306914189451
num__bus_conf_area_ratio,0.0008780455996365285
num__bicycle_count,0.0006349750932293337
num__bicycle_conf_sum,0.0006248688045620269
num__truck_near_count,0.0005964416447186607
num__road_glare_ratio,0.00044192333513856847
num__bicycle_conf_area_ratio,0.0004090934898576377
num__truck_near_area_ratio,0.0004016456512878547
num__bicycle_area_ratio,0.0003901686284148606
num__bicycle_near_count,0.00030147346439013097
num__bicycle_near_area_ratio,0.00028137544043284454
num__image_area,0.0
num__image_height,0.0
num__image_width,0.0
num__lens_id,0.0
