heldout_date,train_rows,test_rows,embedding_kind,target,target_mode,model,pca_components,alpha,model_label,MAE,RMSE,R2,Pearson,Spearman
2022-10-24,25037,1641,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,79.37848276778703,103.19730507668277,-1.3679233453449475,-0.05397356018103968,-0.06878836668565051
2022-10-24,25037,1641,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,79.68072367189174,103.40189669479257,-1.377321604216943,0.019053976836762368,0.028225773372424587
2022-10-24,25037,1641,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,79.65802519656728,103.38587775499725,-1.3765850757191234,0.017688348996369646,0.026813524100569096
2022-10-24,25037,1641,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,79.88862115420879,103.54573864034613,-1.3839403689448466,0.02421673558983459,0.03147520136068204
2022-10-24,25037,1641,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,79.86340839673952,103.52856340110087,-1.3831495812031807,0.022782818977549975,0.030173723560112227
2022-10-25,25547,1131,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,14.299707997512463,16.61150028999801,-1.2693625210003483,0.20907670608833998,0.2191110127086383
2022-10-25,25547,1131,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,14.282081676049252,16.58445795951584,-1.2619798164687723,0.20943687232691105,0.2196883823739556
2022-10-25,25547,1131,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,14.067112487530457,16.751542212846402,-1.3077871670667398,0.20608074213364394,0.2095941455767716
2022-10-25,25547,1131,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,14.043516937354548,16.707187828937563,-1.2955823249429175,0.20682385869970002,0.21044131818440623
2022-10-25,25547,1131,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,14.937888998026024,18.026765076645418,-1.6725248988767523,0.21405362920564816,0.20753182118415725
2022-10-25,25547,1131,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,14.871554279028533,17.91714531531271,-1.6401207710297658,0.21474715940134995,0.20852263070222607
2022-10-26,24473,2205,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,18.31345916920729,21.003394234843604,-0.7575751350664803,0.0075096213963573265,0.007374484417644125
2022-10-26,24473,2205,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,18.29350005701715,20.977669843128016,-0.7532725101496573,0.007449547494518664,0.007240414965370297
2022-10-26,24473,2205,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,17.80800275993509,20.89821427255752,-0.7400161812270156,0.02647647378138475,0.025724458703792114
2022-10-26,24473,2205,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,17.786800157305702,20.85652361001404,-0.7330806538534331,0.026363957790673586,0.025563674297425967
2022-10-26,24473,2205,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,18.137723815788934,21.401693166401913,-0.8248669180398864,0.015177111577068593,0.03656182325007298
2022-10-26,24473,2205,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,18.08795416979665,21.31202004701777,-0.8096065665644321,0.015445089649478784,0.0363974816138482
2023-01-28,25558,1120,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,19.266249091374608,21.999750887133708,-3.893673539418737,0.2927457713604237,0.36761341045190965
2023-01-28,25558,1120,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,19.226673139868904,21.943593177724722,-3.868721735077594,0.2934045564709869,0.36804267600534646
2023-01-28,25558,1120,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,18.99989790779904,22.006688857003187,-3.896760621033196,0.29860905541593197,0.35991288327678156
2023-01-28,25558,1120,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,18.956154804489433,21.93518418799069,-3.864990970816338,0.29956970119835413,0.3609429637055805
2023-01-28,25558,1120,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,19.008997752570128,22.33654980268704,-4.044657080168712,0.19219709999387707,0.2754778719344623
2023-01-28,25558,1120,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,18.957800988115476,22.230009874463324,-3.996648266166245,0.19592224450406936,0.2794986544448553
2023-01-30,25407,1271,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,15.61872382503457,19.148292475817627,-0.3310337163879107,-0.035535411364168434,-0.01733533860154515
2023-01-30,25407,1271,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,15.607439651365514,19.130582433695377,-0.32857273850526125,-0.03567498285679965,-0.017472499820816206
2023-01-30,25407,1271,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,16.71031885215778,20.444758047378276,-0.5173749234342946,-0.05424135086730273,-0.03757503107812932
2023-01-30,25407,1271,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,16.67147050224918,20.3900245368953,-0.5092613437965932,-0.05427577014556917,-0.037612465004345765
2023-01-30,25407,1271,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,16.418033682186167,20.3377101073866,-0.5015266931940936,-0.030104551572549574,-0.026806861171826804
2023-01-30,25407,1271,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,16.375125903874682,20.26585138105697,-0.49093482431088264,-0.03054291648062488,-0.027075250188548193
2023-02-01,25310,1368,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,10.608493830090078,13.0129204142963,-2.7770747699819647,-0.03691128543601362,-0.04458085918837645
2023-02-01,25310,1368,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,10.59692949717132,12.992987128738404,-2.7655121317638574,-0.03652909214119151,-0.04395851902569975
2023-02-01,25310,1368,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,10.941429786651463,13.530577320914947,-3.083557634700621,-0.04461580005837797,-0.07554702380152568
2023-02-01,25310,1368,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,10.913284398470422,13.492622012216641,-3.06067977841811,-0.04452864712350824,-0.07534260090947364
2023-02-01,25310,1368,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,11.830630579078829,14.490862681360282,-3.683758742140741,-0.049340701130953214,-0.06278674544124192
2023-02-01,25310,1368,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,11.765042100169005,14.410064533013974,-3.6316729565209807,-0.04929970292941906,-0.06309401914773023
2023-02-06,25256,1422,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,22.534684711239706,28.482460061393667,-0.16311706727516562,0.09611261346273747,0.1410195636993843
2023-02-06,25256,1422,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,22.5085616986043,28.45289681638956,-0.16070381577885717,0.09621240749294452,0.14100359159473475
2023-02-06,25256,1422,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,22.611247329799802,29.129741354992056,-0.2165828538943586,0.095129814247806,0.13980337231014317
2023-02-06,25256,1422,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,22.578414983629685,29.07545871685654,-0.2120529272745051,0.09535839381348173,0.13959078691097002
2023-02-06,25256,1422,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,22.252872504158177,28.800721279940262,-0.18925548444425377,0.11948458802057327,0.16386065540683173
2023-02-06,25256,1422,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,22.21034573981767,28.735067496383728,-0.183839638966677,0.11949732158281047,0.16417627852224176
2023-02-07,25292,1386,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,26.97671523601036,30.681809047229887,-16.029832901132185,0.2339098596082559,0.2597669243373253
2023-02-07,25292,1386,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,26.922013615300276,30.60136201230846,-15.940646275565612,0.23409633859188705,0.25983185207395454
2023-02-07,25292,1386,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,27.884722800153114,32.066716934324376,-17.601906513827394,0.26830509293616017,0.2747476885423783
2023-02-07,25292,1386,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,27.80959509011576,31.944787121331355,-17.46071246219378,0.26864378420718904,0.27493677368766645
2023-02-07,25292,1386,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,29.90300187686172,34.72272375611744,-20.811022795617607,0.22942582912715348,0.2447160762726942
2023-02-07,25292,1386,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,29.75320173143821,34.489565112547545,-20.519089793762575,0.2310350707687066,0.24620733364879135
2023-02-08,25324,1354,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,19.773550770370633,23.97164913986924,-0.766397344892725,0.01420936112085425,-0.07496104823432259
2023-02-08,25324,1354,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,19.74823461228904,23.93852620030365,-0.7615192616101409,0.013985542016613828,-0.07538665830791415
2023-02-08,25324,1354,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,20.997337415771984,25.35317221044047,-0.975864647852321,0.034555317242624554,-0.049502384239892575
2023-02-08,25324,1354,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,20.943731190179506,25.284886680366373,-0.9652355033151985,0.034082280842511116,-0.05041762867763797
2023-02-08,25324,1354,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,22.20059788898717,27.308522369650905,-1.2923925134421372,-0.01732871762095461,-0.08152578527186398
2023-02-08,25324,1354,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,22.095481272389737,27.145753263484323,-1.2651469030441977,-0.016399013254839105,-0.08157660989392454
2023-12-21,25970,708,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,66.8940722549456,77.03460597080071,-3.655537270222964,-0.11093079176209177,-0.12087572443412778
2023-12-21,25970,708,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,66.939876350111,77.06836116656125,-3.659618111548812,-0.11171991015896031,-0.12179291920106122
2023-12-21,25970,708,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,66.51082582380437,76.3445761750647,-3.5725077862938557,-0.0238217566825128,-0.03500839700555747
2023-12-21,25970,708,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,66.56499654763148,76.38933907141073,-3.577871328975526,-0.025413018730642167,-0.03686322858520019
2023-12-21,25970,708,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,65.04637466731928,75.44250912709292,-3.465091108372744,-0.04684476695294008,-0.06543615693695583
2023-12-21,25970,708,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,65.13976741629403,75.50774928613544,-3.4728169704120075,-0.04827947141295941,-0.06592734215473553
2023-12-22,25942,736,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,65.07798931820817,70.00733297040912,-10.22128934428501,-0.163647376635937,-0.16260207053263304
2023-12-22,25942,736,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,65.11674472230982,70.03012845531862,-10.228598189414358,-0.16356613679914717,-0.1626593953139833
2023-12-22,25942,736,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,64.6317204730273,69.28231575191218,-9.990070695414163,-0.12041883377762791,-0.13404974788315813
2023-12-22,25942,736,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,64.68258447813346,69.31790414465036,-10.001364180665917,-0.12093606793147425,-0.13450968978886596
2023-12-22,25942,736,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,64.33927822289293,69.58220853484625,-10.085419009897924,-0.11773408056545953,-0.14293289668581127
2023-12-22,25942,736,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,64.41491699513364,69.61291250077439,-10.095204310769086,-0.11803649407921311,-0.143300480799547
2023-12-23,26242,436,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,177.34581330610789,180.19618929520053,-31.368923816786946,0.05040833836127368,0.05390431408261793
2023-12-23,26242,436,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,177.3732932002023,180.22107427887116,-31.377864691322706,0.050513933239981636,0.05374664218848862
2023-12-23,26242,436,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,176.29695786974725,179.21602506846457,-31.017744656830168,0.026924580145772505,0.0476434802479627
2023-12-23,26242,436,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,176.3399616165378,179.2532115524384,-31.031033098786153,0.027604621089180513,0.048256938297022274
2023-12-23,26242,436,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,175.49301905152245,178.6266538488634,-30.807503316627383,-0.059769094662240056,-0.03096044733979317
2023-12-23,26242,436,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,175.5652164191267,178.6855851536871,-30.828494213981998,-0.05841742274401188,-0.029980174099019544
2023-12-29,26269,409,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,40.1172802713469,46.604287938127314,-3.4114143587887487,0.001413435089272398,0.06683538421608257
2023-12-29,26269,409,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,40.12454643331049,46.60249400766602,-3.41107474976846,0.0015983700298409882,0.06764063297887718
2023-12-29,26269,409,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,38.14856775185845,45.27580991475611,-3.163499862349309,0.04421997242778107,0.06627955033908492
2023-12-29,26269,409,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,38.18848873081587,45.289842832581115,-3.166081157125215,0.043893787646570606,0.06664946313384289
2023-12-29,26269,409,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,36.10344364957046,43.60124121860053,-2.8612133960052564,0.037717232951134654,0.058240042107445995
2023-12-29,26269,409,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,36.20560131319123,43.65827032242815,-2.871320702218451,0.03747028555267107,0.05821154260722825
2024-03-01,25588,1090,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,16.402075683703504,20.997451098646035,-0.9364004159386996,-0.04112942713386504,0.0008469639186642388
2024-03-01,25588,1090,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,16.365742813112284,20.953439669868366,-0.9282913904634629,-0.04123808798893207,0.0006634737583184335
2024-03-01,25588,1090,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,17.83799153210911,22.986191430343627,-1.3205773483341319,-0.03216588739632753,-0.0005656001364021335
2024-03-01,25588,1090,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,17.762050958431796,22.881284424855746,-1.2994438525381153,-0.032377579577991415,-0.000501520935374234
2024-03-01,25588,1090,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,19.541689705847023,24.771084051360088,-1.6949582164649981,-0.03862954614625133,-0.02389270925823315
2024-03-01,25588,1090,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,19.398597298592282,24.578248161550356,-1.653162559443213,-0.038571892315751706,-0.02355178594130863
2024-03-02,25418,1260,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,14.203629108998786,22.32874932445596,-0.10526067225362534,0.16032855370359245,0.027133023069541323
2024-03-02,25418,1260,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,14.180030307639035,22.30857508023125,-0.10326434677474405,0.16055178201052242,0.02700843071170158
2024-03-02,25418,1260,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,15.037023486353197,23.003802234126464,-0.17310036911058657,0.1610606566325537,0.07860801581469637
2024-03-02,25418,1260,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,14.984137591525146,22.95348081698952,-0.16797360742849876,0.1618000202943754,0.07845506343306223
2024-03-02,25418,1260,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,15.790864374881243,23.755879545449822,-0.2510600324338399,0.19841565331265276,0.15338222782784422
2024-03-02,25418,1260,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,15.690797857499335,23.64936500995155,-0.2398663961801355,0.19858770774116954,0.1520237552433865
2024-03-03,24739,1939,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,38.965199776297524,60.74516659965928,-0.7634689656400324,-0.10871596549612744,-0.05150856035588718
2024-03-03,24739,1939,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,38.93085084832947,60.72200419554762,-0.7621243848053523,-0.10891531556930006,-0.051254181071054665
2024-03-03,24739,1939,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,38.12711263011982,59.859550040460014,-0.7124238270653398,-0.10453281759477367,-0.03471991807362845
2024-03-03,24739,1939,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,38.09776886728563,59.84565477369823,-0.7116289054818057,-0.10480917721084762,-0.03489381055802526
2024-03-03,24739,1939,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,38.3688949007633,60.10150052606178,-0.7262949341572109,-0.09200366863298107,-0.012806056347508666
2024-03-03,24739,1939,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,38.3265320929261,60.07764766750886,-0.7249249551242671,-0.09273571339505046,-0.013260985016233967
2024-03-06,25066,1612,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,31.94935780979931,49.43594696686438,-0.6741766610264583,-0.01275029524170067,0.012226070952607818
2024-03-06,25066,1612,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,31.9178652177978,49.41319117472754,-0.6726357398871963,-0.01295440657589877,0.012047728428807953
2024-03-06,25066,1612,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,32.896837235931564,50.21037978741944,-0.727040732944497,0.003979551904830664,0.03347301706098634
2024-03-06,25066,1612,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,32.84618274089705,50.1752600226674,-0.7246256127051025,0.003706684141983378,0.03324959670351926
2024-03-06,25066,1612,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,34.16823649736483,51.03075501826608,-0.7839371753591993,0.0038903878410117554,0.02473421119910296
2024-03-06,25066,1612,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,34.085624744731746,50.97298447584368,-0.7799003672397586,0.0036946343992557092,0.02511033369436186
2024-07-05,24560,2118,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,38.26976141450952,40.76504516562276,-2.8586821232126436,0.08867857487769779,0.06775998614915808
2024-07-05,24560,2118,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,38.26653609631141,40.75706694661536,-2.857171888235951,0.08915076853884649,0.06787694708938753
2024-07-05,24560,2118,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,37.076823897417604,39.701585858803256,-2.659981219494601,0.09924902738221708,0.07742208589857084
2024-07-05,24560,2118,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,37.09380920046009,39.70837439768523,-2.661232960374449,0.09982901547184729,0.07760984401351398
2024-07-05,24560,2118,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,38.28504485662468,41.32055177274178,-2.9645634407666073,0.06946206139613167,0.0654867333922276
2024-07-05,24560,2118,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,38.25872629536812,41.26221711938109,-2.953377327591189,0.07076788913345886,0.06611763774279054
2024-07-09,24928,1750,rear,PM2.5,log1p,ridge,64.0,100.0,rear_log1p_pca64_a100,32.00968199397362,47.1553811274355,-0.03942662434354749,0.042457919963346025,-0.039945890726363786
2024-07-09,24928,1750,rear,PM2.5,log1p,ridge,64.0,1000.0,rear_log1p_pca64_a1000,32.00351534919754,47.148721482730295,-0.0391330534701575,0.04243768327036088,-0.04005830290035879
2024-07-09,24928,1750,rear,PM2.5,log1p,ridge,128.0,100.0,rear_log1p_pca128_a100,31.53947672162884,47.02822288791434,-0.03382838928296672,0.07157778950864269,-0.019053292719235063
2024-07-09,24928,1750,rear,PM2.5,log1p,ridge,128.0,1000.0,rear_log1p_pca128_a1000,31.533822617606422,47.01695840074472,-0.03333319081679509,0.07143369696759341,-0.01956178893542525
2024-07-09,24928,1750,rear,PM2.5,log1p,ridge,256.0,100.0,rear_log1p_pca256_a100,31.654382370347594,47.281517834426374,-0.044994820480106945,0.08118089425226964,-0.0025366751121526218
2024-07-09,24928,1750,rear,PM2.5,log1p,ridge,256.0,1000.0,rear_log1p_pca256_a1000,31.63254717213596,47.25074654770226,-0.04363507684038348,0.0814183541655987,-0.0031050519562812275
2022-10-22,24956,1722,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,19.83333231584308,22.280878299392253,-3.9310431586132717,-0.007817923329990716,0.008588889157256974
2022-10-22,24956,1722,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,19.807314465777235,22.245991187753976,-3.9156133205434998,-0.008094231482334808,0.007945805518655123
2022-10-22,24956,1722,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,19.90175530012785,22.26279838090331,-3.923043771386915,0.08220756705569227,0.08850893794548019
2022-10-22,24956,1722,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,19.868274031439512,22.216844555451775,-3.902740914501676,0.08112623810512119,0.0873552567981919
2022-10-22,24956,1722,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,21.899726374470596,24.605347113467968,-5.013581247331422,0.09726301037111862,0.10444019307064052
2022-10-22,24956,1722,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,21.799783516894106,24.46294704176234,-4.944177110259725,0.09660689700953509,0.10373434803541122
2022-10-24,25037,1641,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,79.49272034301936,103.31899325864795,-1.3735110528153998,-0.052985545751976566,-0.06434789976776163
2022-10-24,25037,1641,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,79.47504521648364,103.30657860345097,-1.3729406920311313,-0.05432386191404389,-0.06552270380499388
2022-10-24,25037,1641,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,79.74451580766907,103.42799710493271,-1.3785219090858614,-0.02997418790995138,-0.0540320719604041
2022-10-24,25037,1641,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,79.72502081494213,103.41592828426668,-1.377966850874309,-0.03172880967126748,-0.05554674322106178
2022-10-24,25037,1641,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,79.75981705120228,103.35611376994217,-1.3752168722091525,-0.03324630648474579,-0.04983871973936571
2022-10-24,25037,1641,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,79.74189031034113,103.35046398468859,-1.3749572049675516,-0.0352563935697125,-0.05177386484449525
2022-10-25,25547,1131,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,12.907078292527821,15.387895760163538,-0.9473527725695521,0.23045191945775728,0.23750663976156192
2022-10-25,25547,1131,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,12.899220116418126,15.371371421487398,-0.9431726767811877,0.23048804747919185,0.23735391059646996
2022-10-25,25547,1131,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,13.46843031911076,16.24770287851997,-1.171051366964038,0.19579523877992505,0.19192677298678126
2022-10-25,25547,1131,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,13.436473901746742,16.19356826779167,-1.1566083127004876,0.19693968403270273,0.19285732465983776
2022-10-25,25547,1131,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,14.568512653642477,17.684341142781623,-1.5719583428513944,0.22522288577422944,0.22524095834928254
2022-10-25,25547,1131,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,14.484037608357806,17.547110015676573,-1.5321962418612536,0.22648203876132095,0.2263161265653562
2022-10-26,24473,2205,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,16.433893994832147,19.131489865669842,-0.45825178128002464,0.11379066100886429,0.13629154573135316
2022-10-26,24473,2205,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,16.428826420533177,19.119672676379707,-0.4564508640107192,0.11367157186988268,0.13600340431922475
2022-10-26,24473,2205,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,17.118689761271316,20.163067561729292,-0.6197505727678556,0.04206915950589697,0.051931885558354415
2022-10-26,24473,2205,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,17.087526349781566,20.113030613087176,-0.6117213567939188,0.042730678442400805,0.0523510774529545
2022-10-26,24473,2205,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,16.075605322785364,19.43609695640416,-0.5050573370171358,0.027502991045378674,0.03972212860820785
2022-10-26,24473,2205,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,16.055694696077687,19.379060065941598,-0.4962368590490094,0.02884187708669795,0.040946715238886953
2023-01-28,25558,1120,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,17.01594264195749,19.553750164476675,-2.865979898268367,0.21469718414017164,0.29803904645215595
2023-01-28,25558,1120,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,16.998992156917485,19.521474912221883,-2.853228124443454,0.21607141331605173,0.2992837074833615
2023-01-28,25558,1120,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,18.34903384454893,21.54250179072275,-3.6923645274955703,0.2100396742047418,0.3092112437128844
2023-01-28,25558,1120,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,18.293650932104807,21.449863786437398,-3.652094678596539,0.21162399085344272,0.3105507743394197
2023-01-28,25558,1120,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,18.311369018611526,21.476964372974532,-3.663857376892956,0.16878414487986362,0.25991945964922186
2023-01-28,25558,1120,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,18.251515628385196,21.368714327246686,-3.6169615084498306,0.17171496406357828,0.26276197619918956
