feature,importance
num__dayofweek_cos,0.14105173951069191
num__hour_sin,0.06987131985496714
num__image_id,0.06847665663331487
num__hour_cos,0.06682872420772851
num__video_offset_sec,0.06562403980031568
num__processed_frame_key,0.06309028165502957
num__month_cos,0.04889344053274029
num__Humidity_yolo,0.03560677559615322
cat__Season_Monsoon,0.03530595674132139
num__Temperature_yolo,0.03526780176770943
num__Humidity,0.03441492398809427
num__Temperature,0.03275151653606203
num__dayofweek_sin,0.029969793731324832
num__month_sin,0.025236861612970996
cat__Season_Winter,0.021817072028652004
cat__Day_or_Night_Night,0.016325848173020026
cat__Day_or_Night_Day,0.012557118027765957
cat__Season_Summer,0.008324281146502858
num__road_area_pixels,0.004483054515469918
num__road_area_ratio,0.004440098321241751
num__road_laplacian_std,0.00414785569797269
num__car_conf_sum,0.003847512279772899
num__bus_conf_sum,0.003499207887237088
num__road_mean_saturation,0.0034836489132311376
num__left_half_vehicle_count,0.0034739933787155
num__road_haze_flatness_proxy,0.003386587127667144
num__road_gray_dry_pixel_ratio,0.0033378507638525015
num__road_mean_brightness,0.003293319641683512
num__road_brown_pixel_ratio,0.0032444986440819247
num__max_vehicle_confidence,0.002994334805658672
num__car_count,0.002993973502917976
num__road_edge_density,0.0029517673863135837
num__vehicle_area_share_auto,0.002837902490994822
num__bus_count,0.0028130248686066184
num__total_vehicle_conf_sum,0.0027287822206626157
num__right_half_vehicle_count,0.0027054869858789726
num__road_contrast_std,0.002634884478648475
num__mean_vehicle_confidence,0.0026197325240720514
num__road_shadow_ratio,0.002615487771546356
num__person_conf_sum,0.002608056246412836
num__traffic_mix_count_index,0.00253632414863385
num__auto_conf_sum,0.0025340086679982816
num__person_count,0.0025193352419744398
num__vehicle_count_share_auto,0.002513529098266213
num__center_lane_vehicle_area_ratio,0.0024672702238956847
num__truck_count,0.002459896639960672
num__truck_conf_sum,0.0024341540597265328
num__detections_total_raw,0.0024077585041175657
num__center_lane_vehicle_count,0.0024003476317391247
num__car_conf_area_ratio,0.002399632228986921
num__vehicle_count_share_two_wheeler,0.0023760720312611997
num__bottom_half_vehicle_count,0.0023058606887580925
num__heavy_vehicle_count,0.002288209766200649
num__vehicle_area_share_two_wheeler,0.0022775351352799125
num__total_vehicle_count,0.002274474847049979
num__motorcycle_conf_sum,0.002267094848362859
num__car_area_ratio,0.002226795640354384
num__auto_area_ratio,0.0022150155221373645
num__auto_count,0.0022054823342113282
num__auto_conf_area_ratio,0.0022006558676820826
num__near_traffic_mix_count_index,0.0020995554922090503
num__mean_vehicle_box_area_ratio,0.002071833223269688
num__vehicle_count_share_heavy,0.0020591477046798495
num__total_vehicle_conf_area_ratio,0.002052456866347106
num__max_vehicle_box_area_ratio,0.002042790963108653
num__person_area_ratio,0.0020024106828837856
num__vehicle_area_share_heavy,0.0019926704469003455
num__person_conf_area_ratio,0.0019814519499805243
num__near_vehicle_count,0.001976074254877046
num__car_near_count,0.001946372193357675
num__total_vehicle_area_ratio,0.0019435151632966306
num__motorcycle_count,0.001912600679366659
num__car_near_area_ratio,0.0019083953898824725
num__bottom_half_vehicle_area_ratio,0.0018952724384444192
num__two_wheeler_count,0.0018745171433287612
num__traffic_mix_area_index,0.0017723501702516396
num__motorcycle_conf_area_ratio,0.0017565290625831582
num__motorcycle_area_ratio,0.0017468830014747859
num__person_near_count,0.0017457277251715169
num__near_vehicle_area_ratio,0.0017357957424501886
num__two_wheeler_conf_area_ratio,0.001695681827048365
num__two_wheeler_area_ratio,0.001686592054040819
num__near_traffic_mix_area_index,0.0016154222748719356
num__auto_near_area_ratio,0.0015746737897061644
num__bus_near_count,0.0015404098158644762
num__bus_area_ratio,0.001407703382363108
num__truck_conf_area_ratio,0.0013542580006834905
num__bus_conf_area_ratio,0.0013477929606431516
num__heavy_vehicle_conf_area_ratio,0.0013330757332152114
num__motorcycle_near_count,0.0013186209165309893
num__motorcycle_near_area_ratio,0.0012925218659083652
num__near_two_wheeler_count,0.001273819421386672
num__truck_area_ratio,0.001255927496516949
num__person_near_area_ratio,0.0012547219448535512
num__heavy_vehicle_area_ratio,0.0011767466426277895
num__near_two_wheeler_area_ratio,0.0011738348753229059
num__near_heavy_vehicle_count,0.001077142505942785
num__auto_near_count,0.0010414663848650235
num__bus_near_area_ratio,0.0009600526142311105
num__bicycle_count,0.0009082209073113132
num__road_glare_ratio,0.0008767065884419849
num__near_heavy_vehicle_area_ratio,0.0008588576375082009
num__bicycle_conf_sum,0.0008148953821389373
num__bicycle_conf_area_ratio,0.0005364474774064098
num__bicycle_area_ratio,0.0005297723089684012
num__bicycle_near_count,0.00048651189399720164
num__truck_near_count,0.0004387673511931381
num__bicycle_near_area_ratio,0.0004208486749093271
num__truck_near_area_ratio,0.00036749185403719503
num__image_height,0.0
num__image_area,0.0
num__image_width,0.0
num__lens_id,0.0
