feature,importance
num__Temperature_yolo,0.11517496516046764
num__Temperature,0.11251758401527603
num__image_id,0.08674415590463029
num__video_offset_sec,0.08359949623252157
num__Humidity_yolo,0.08352278667123693
num__processed_frame_key,0.08169547441574979
num__Humidity,0.07887202586689576
num__month_cos,0.06421046292220461
num__hour_cos,0.04678007869852902
num__dayofweek_cos,0.03889009657787191
num__dayofweek_sin,0.01662622153762528
num__hour_sin,0.013999335505025053
num__month_sin,0.011480058197365453
cat__Season_Winter,0.008052243936050632
cat__Season_Monsoon,0.005595527736358301
num__road_mean_saturation,0.004722693682110588
num__road_laplacian_std,0.0044803460358112555
num__max_vehicle_confidence,0.00421886734458855
num__car_conf_sum,0.004090869430075519
num__road_brown_pixel_ratio,0.003899085839908221
num__mean_vehicle_confidence,0.003540203151971105
num__road_mean_brightness,0.003512549498865631
num__road_edge_density,0.0033199058504897287
num__road_gray_dry_pixel_ratio,0.0032703409602567028
cat__Season_Summer,0.0032563698873702596
num__center_lane_vehicle_area_ratio,0.003148975832265617
num__bus_conf_sum,0.003112427035830672
num__road_haze_flatness_proxy,0.0029871602347858613
num__road_contrast_std,0.0028844075299605835
num__road_area_ratio,0.0027824269087528557
num__road_area_pixels,0.002739388979098785
num__car_conf_area_ratio,0.0026103264800953424
num__person_conf_sum,0.0026007762094795465
num__motorcycle_conf_sum,0.0025537626975672173
num__vehicle_area_share_auto,0.002534307826941074
num__total_vehicle_conf_sum,0.0024962316080391184
num__road_shadow_ratio,0.0024948500922772118
num__mean_vehicle_box_area_ratio,0.0023800953579888426
cat__Day_or_Night_Day,0.002334663699504081
num__vehicle_area_share_two_wheeler,0.0021757515071806387
num__truck_conf_sum,0.00217324016448219
num__car_area_ratio,0.002162680727568218
num__vehicle_count_share_auto,0.002124629325548331
num__auto_area_ratio,0.0021114796076320687
num__max_vehicle_box_area_ratio,0.0021016501788097357
num__traffic_mix_count_index,0.0020270414042679
num__auto_conf_sum,0.0019699650289596
num__vehicle_area_share_heavy,0.0019205642066848193
num__person_conf_area_ratio,0.0019004579238638217
num__person_area_ratio,0.0018872156401944032
num__vehicle_count_share_two_wheeler,0.0018736677208839622
num__total_vehicle_conf_area_ratio,0.0018666178849314754
num__auto_conf_area_ratio,0.0017145733892583593
num__right_half_vehicle_count,0.0016890283735627554
num__left_half_vehicle_count,0.001614543009125811
num__auto_near_area_ratio,0.0015822481935608382
num__two_wheeler_conf_area_ratio,0.0015566612180412198
num__detections_total_raw,0.0015409701565275674
num__traffic_mix_area_index,0.0015309078436124286
num__vehicle_count_share_heavy,0.0014741335340038542
num__bottom_half_vehicle_area_ratio,0.0014348609401923903
num__center_lane_vehicle_count,0.0014042746670948555
num__total_vehicle_area_ratio,0.001377842148582733
num__two_wheeler_area_ratio,0.0013428328231235925
num__near_traffic_mix_area_index,0.001341406588804938
num__motorcycle_conf_area_ratio,0.0013363991239660083
num__person_count,0.001336289161993922
cat__Day_or_Night_Night,0.0013084084402832567
num__truck_conf_area_ratio,0.0013056668973820025
num__car_near_area_ratio,0.001271675748400441
num__motorcycle_area_ratio,0.0012439250257722998
num__near_traffic_mix_count_index,0.001219560980596156
num__heavy_vehicle_conf_area_ratio,0.0012160834072906844
num__near_vehicle_area_ratio,0.0012149650913885317
num__person_near_area_ratio,0.0011584229665795702
num__car_count,0.001123403618064704
num__near_two_wheeler_area_ratio,0.0010832468230036114
num__truck_area_ratio,0.001076838037422833
num__heavy_vehicle_area_ratio,0.001024544020724632
num__bottom_half_vehicle_count,0.0009387354209748804
num__bus_conf_area_ratio,0.0009382942731435903
num__total_vehicle_count,0.0008961534356480101
num__bus_area_ratio,0.0008568813316619787
num__motorcycle_near_area_ratio,0.000829485765286327
num__person_near_count,0.0006705517936525783
num__two_wheeler_count,0.0006695943013329983
num__near_vehicle_count,0.0006028584397932602
num__motorcycle_count,0.0005784525345561867
num__road_glare_ratio,0.0005617869489635435
num__bus_count,0.0004889149766276207
num__near_heavy_vehicle_area_ratio,0.0004456861981171977
num__bicycle_conf_sum,0.0004329932118862126
num__car_near_count,0.0004149216570449257
num__near_heavy_vehicle_count,0.000410223788653338
num__truck_count,0.00038696923740295843
num__auto_count,0.0003862130399278215
num__bicycle_conf_area_ratio,0.00037399970699483645
num__bus_near_area_ratio,0.0003669790876012307
num__heavy_vehicle_count,0.0003656445039444842
num__near_two_wheeler_count,0.0003251040253661755
num__motorcycle_near_count,0.00028779899189136806
num__bicycle_area_ratio,0.00026334590106058976
num__truck_near_area_ratio,0.0002612913649479432
num__bicycle_near_area_ratio,0.00019294978932564416
num__auto_near_count,0.00015942670846363192
num__bicycle_count,0.00011246270926644135
num__bus_near_count,0.00010117884196067955
num__truck_near_count,9.102044965143625e-05
num__bicycle_near_count,3.9862463642383735e-05
num__image_area,0.0
num__image_height,0.0
num__image_width,0.0
num__lens_id,0.0
