Experiment,Split,Best epoch,PM2.5 R2,PM2.5 RMSE,PM10 R2,PM10 RMSE,AQI R2,AQI RMSE,Average R2,Average RMSE,metrics_path
Best enhanced model,Random 70/15/15,79,0.9443885087966919,10.875238525581002,0.9659583568572998,21.220745459144382,0.9508233666419983,24.242444306567588,0.95372341076533,18.779476097097657,experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_tabular_fusion_final80/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_random_tabular_fusion/metrics_paper_cnn_lstm_tabular_fusion.json
Best enhanced model,Two-fold CV average,-,0.9054657816886902,14.377196159534614,0.9430067837238312,27.031836709407322,0.9160988628864288,31.512570038618257,0.9215238094329834,24.30720096918673,experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_tabular_fusion/twofold_average_summary.csv
Best enhanced model,Chronological date-wise,80,-0.8300217390060425,56.006212162413284,-1.4386284351348877,124.5012471699581,-1.0144009590148926,121.9728533450169,-1.0943503777186077,100.82677089246276,experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_chrono_date_tabular_fusion/metrics_paper_cnn_lstm_tabular_fusion.json
