target,R2,RMSE,MAE,split_mode,model,embedding_dim,engineered_dim,input_dim,train_rows,val_rows,test_rows,best_epoch,best_val_loss,model_seed,split_seed
PM2.5,0.941886842250824,11.213820200483399,5.244413375854492,random,t7_multimodal_lstm_no_pm_inputs,4096,112,4208,18059,3187,5312,74,0.0206795738150294,11,42
PM10,0.9611596465110779,22.69618113656114,10.488691329956055,random,t7_multimodal_lstm_no_pm_inputs,4096,112,4208,18059,3187,5312,74,0.0206795738150294,11,42
aqi,0.9520708918571472,23.97679160447726,11.790342330932617,random,t7_multimodal_lstm_no_pm_inputs,4096,112,4208,18059,3187,5312,74,0.0206795738150294,11,42
Average,0.951705793539683,19.295597647173935,9.174482345581055,random,t7_multimodal_lstm_no_pm_inputs,4096,112,4208,18059,3187,5312,74,0.0206795738150294,11,42
