feature,importance
num__hour_sin,0.29211183207723057
num__month_cos,0.16900925749357934
num__processed_frame_key,0.06722666286735034
num__video_offset_sec,0.06704578055077216
num__image_id,0.06609391340326479
num__Temperature_yolo,0.05103879762334912
num__Temperature,0.04207715141623571
num__dayofweek_cos,0.03595011871825605
num__Humidity,0.028492186147557264
num__Humidity_yolo,0.02685776900650507
num__dayofweek_sin,0.02596358458963818
num__hour_cos,0.013495031392603827
cat__Day_or_Night_Day,0.004139536943435948
num__max_vehicle_confidence,0.003593492656037584
num__road_mean_saturation,0.0032914767398359
cat__Day_or_Night_Night,0.0031817169586921376
num__center_lane_vehicle_area_ratio,0.0028327537195047
num__road_brown_pixel_ratio,0.002726612336081742
num__mean_vehicle_confidence,0.002557353504710038
num__road_gray_dry_pixel_ratio,0.002418648149781682
num__car_conf_sum,0.002412852544119487
num__road_mean_brightness,0.0024067653524450475
num__road_laplacian_std,0.002402813246140439
num__car_conf_area_ratio,0.0022570651937316665
num__road_haze_flatness_proxy,0.00222303310974411
num__vehicle_area_share_auto,0.0021932268927574903
num__road_edge_density,0.002056485317709885
num__road_contrast_std,0.0020175032202015375
num__motorcycle_conf_sum,0.001964768895462948
num__total_vehicle_conf_sum,0.0019535184988827762
num__road_area_ratio,0.0019426552005020264
num__person_conf_sum,0.0019291317425993528
num__road_area_pixels,0.0018449591541920098
num__vehicle_count_share_auto,0.0017980091695035812
num__road_shadow_ratio,0.0017889875129213533
num__truck_conf_sum,0.0017184284769077873
num__month_sin,0.001646358903656588
num__auto_conf_sum,0.0016359798937737667
num__max_vehicle_box_area_ratio,0.0015469872949276206
num__car_area_ratio,0.0014830240624931954
num__vehicle_area_share_two_wheeler,0.0014186231413742675
num__traffic_mix_area_index,0.0014118495644675824
num__person_conf_area_ratio,0.001400084416352029
num__mean_vehicle_box_area_ratio,0.00133333841788486
num__vehicle_count_share_two_wheeler,0.0013164525669803698
num__near_traffic_mix_count_index,0.0013047637051842459
num__person_area_ratio,0.0013046908378171013
num__two_wheeler_conf_area_ratio,0.0012914831985736507
num__traffic_mix_count_index,0.0012744164647689362
num__total_vehicle_conf_area_ratio,0.0012579554346084539
num__motorcycle_conf_area_ratio,0.0012575918876097708
cat__Season_Monsoon,0.0012077380436880968
num__right_half_vehicle_count,0.0012046588947268728
num__car_near_area_ratio,0.00119749749232734
num__bottom_half_vehicle_area_ratio,0.0011604813328585895
num__near_vehicle_area_ratio,0.0011499058208468437
num__vehicle_area_share_heavy,0.001116075838776973
num__person_count,0.0011071034070949406
num__near_traffic_mix_area_index,0.0011040827798957647
num__total_vehicle_area_ratio,0.0011021840098792337
num__detections_total_raw,0.001073273318244971
num__truck_conf_area_ratio,0.0010568045060257798
num__left_half_vehicle_count,0.0010501941247717868
num__auto_conf_area_ratio,0.0009536381137052561
num__motorcycle_area_ratio,0.0009523341558691684
num__vehicle_count_share_heavy,0.0009100211987907757
num__auto_area_ratio,0.0008928769867440991
num__two_wheeler_area_ratio,0.0008866150315793483
num__center_lane_vehicle_count,0.0008429267718302806
num__person_near_area_ratio,0.000842368624361772
num__motorcycle_near_area_ratio,0.0008279051203828528
num__truck_area_ratio,0.0008179315736800167
num__near_two_wheeler_area_ratio,0.0008021896510028232
num__heavy_vehicle_conf_area_ratio,0.0007998313631344597
num__bottom_half_vehicle_count,0.0007561754151898033
num__heavy_vehicle_area_ratio,0.000745963726117758
num__bus_conf_sum,0.0007411078948537567
cat__Season_Winter,0.0007180543346511878
num__near_vehicle_count,0.0006797018724515657
num__car_count,0.0006463917188028535
num__person_near_count,0.0005715814184252587
num__total_vehicle_count,0.0005437046595517398
num__auto_near_area_ratio,0.000542854762176654
num__bus_area_ratio,0.0005125630787298146
num__bus_conf_area_ratio,0.0004933496634415246
num__car_near_count,0.0004840515233262045
num__near_heavy_vehicle_area_ratio,0.0004827249182656647
num__near_heavy_vehicle_count,0.0004509153950106264
num__two_wheeler_count,0.00044993595860062937
num__motorcycle_count,0.00044699241316439864
num__auto_near_count,0.0003944565903559922
num__truck_near_area_ratio,0.0003881360808677942
num__motorcycle_near_count,0.0003720652504249011
cat__Season_Summer,0.00033975386677522206
num__near_two_wheeler_count,0.0003285495685286697
num__auto_count,0.0002767972592916429
num__heavy_vehicle_count,0.00024080217139744637
num__bus_near_area_ratio,0.00021535404485691022
num__bicycle_conf_area_ratio,0.00018409959832540952
num__truck_count,0.00017416389190489046
num__bicycle_conf_sum,0.0001544955884217268
num__bus_count,0.00013927028298521766
num__bicycle_area_ratio,0.000129122214080715
num__bicycle_near_area_ratio,0.00012354816901506991
num__bus_near_count,0.00010612162052012977
num__truck_near_count,8.6398115933848e-05
num__road_glare_ratio,7.83367059388687e-05
num__bicycle_count,2.7508211458449222e-05
num__bicycle_near_count,1.8834243223635693e-05
num__image_width,0.0
num__image_height,0.0
num__image_area,0.0
num__lens_id,0.0
