epoch,train_loss,val_MAE,val_RMSE,val_R2,val_Pearson,val_Spearman,test_MAE,test_RMSE,test_R2,test_Pearson,test_Spearman
1,0.66275032131897,42.004124886503554,69.39066148180372,-0.4113039079042744,0.10624412699940369,0.17837031615159027,28.847308438229923,47.910355269994916,-0.2134428537642412,0.23551543224468252,0.2344361797809061
2,0.2309666243965735,39.24169508073256,65.45436951738805,-0.2557285745756679,0.18112384586734737,0.2258611569204526,27.554622109857235,44.99208535194843,-0.07012076544453927,0.3022470502439214,0.3091624501273756
3,0.19311023413905742,38.782355942659905,64.30828623321818,-0.21213882312246368,0.1960030963407693,0.24985745770485313,26.293443537053907,43.220327788631415,0.012501013941491501,0.35668792527952736,0.3394114379913336
4,0.1796886428022661,38.479599841384804,62.97000389537652,-0.16221353640001546,0.24354633915508694,0.2691321032896086,26.03791465597377,43.08845867310339,0.01851771798368551,0.3670073809330673,0.3498535176397421
5,0.16447010657638933,39.115596897549864,65.25413097248071,-0.2480572562903849,0.1961843040526664,0.21784236160285614,26.631598398354882,43.53763722668193,-0.0020519982246145485,0.36127111397029704,0.3101717818857838
6,0.15196505240842972,38.49471374098052,61.83596906584149,-0.12072957203021994,0.2275460441568273,0.2577843416804381,26.187829195822115,41.54151847603172,0.08772603591246375,0.39229326721999286,0.3796771695057496
7,0.13946824258617238,38.553429542507374,63.86163643488095,-0.19535960369171335,0.21712963288060833,0.23004357896211874,26.119300258827554,42.23277206839627,0.05711283754156893,0.38764254096805134,0.32181610126177135
8,0.13196406297494256,38.17114380995432,61.68556734061959,-0.11528437007269265,0.23317565916464775,0.28331087678197514,26.25548511132571,41.90602964181945,0.0716460759652029,0.3906818374623169,0.39351891578539383
9,0.12639455741272285,37.11407838608974,60.46398699128382,-0.07154903947190916,0.23663050680297334,0.2710295873021808,27.038572839763532,41.1714083022536,0.10390925664024209,0.3711610102750742,0.3434810730493361
10,0.11749600064673123,38.748988816880775,64.28293053924428,-0.21118315896854467,0.18041225495091345,0.22474332593734964,26.236295654273235,42.972980059723014,0.023771483774061686,0.3489158758081828,0.3034747911133841
11,0.10904261610248185,38.89238092621677,63.797716139766656,-0.19296788609916704,0.21381096147244466,0.24192880895428015,25.600841776579195,42.55355712160608,0.04273477053899222,0.38480820189538967,0.3519279548893739
12,0.10369843011320906,37.25353262567113,61.37885470205799,-0.10422112131575867,0.2325526846476119,0.25303413170912503,26.03549726170038,40.83354195691553,0.11855615100567296,0.39228085245895256,0.3216449321709921
13,0.1002824756509401,37.45585328939124,63.155524799225944,-0.16907180263587862,0.21802192659197306,0.24480933569826238,25.857529818473047,42.26240873916051,0.055789038991876594,0.3638936247630479,0.30979936471718095
14,0.09410099881334363,37.44161157743034,62.108808012851895,-0.1306413846797665,0.24303052959542926,0.2683123460817042,25.32821409233836,41.27240317080308,0.09950758222302913,0.3961087228742342,0.34591316417824974
15,0.08873879984138226,37.85704940926825,63.0384498133784,-0.16474147035850994,0.23489517483840788,0.27211446910429576,25.469807018951762,42.22909385763321,0.05727706955916534,0.3691602389962052,0.3343518199228213
16,0.08547013965179806,37.38281635519786,61.84106502906361,-0.12091430050136576,0.233797990393046,0.25139103866557766,26.35937718855082,41.460100028737024,0.09129851687093271,0.37032713627205205,0.2967414438667072
17,0.07914818960031757,37.88171198352789,62.93219658240627,-0.16081836481642053,0.22948584396353985,0.25785670715326237,25.419577278833565,41.84273066521158,0.07444851143713271,0.3850553940243997,0.32609321419434495
18,0.07605152464077304,37.36601864756682,61.31109112573023,-0.10178429945395306,0.23869158616678346,0.27081015559158267,25.754774133395138,41.196387599568055,0.10282158399132613,0.3932573342596724,0.3609803323164481
19,0.07232103571049552,37.0955973030665,61.51422391370505,-0.10909714507043855,0.25493701743930863,0.27352506370982893,25.378643732615107,40.98646296628206,0.11194180053324898,0.40003044594865583,0.3570378811853887
20,0.06739481810752171,37.97804637036772,63.914999829062566,-0.19735814617827518,0.2612342550631437,0.28700110581830074,24.97033160815644,42.56277114681588,0.042320176720308855,0.3930318956176683,0.3569990065372855
