cv_fold,epoch,train_loss,val_MAE,val_RMSE,val_R2,val_finite_fraction,val_Pearson,val_Spearman,val_pred_model_min,val_pred_model_max
3,1,0.5815116180217593,33.718721675017285,59.6079436875642,0.05268318106158776,1.0,0.42416514549694834,0.15929590160476437,2.681037425994873,4.7720184326171875
3,2,0.1267639854562252,31.14170275936721,54.99899083807419,0.1935147862199521,1.0,0.6427400987200773,0.24439519798770845,2.8027381896972656,4.920617580413818
3,3,0.10894723215578196,33.71959704762928,58.09786982145979,0.10007278429051347,1.0,0.47820761945506507,0.1660861510326808,2.562920570373535,4.894838809967041
3,4,0.097487477150721,34.08739117004603,57.470787409380456,0.11939476549309846,1.0,0.45037296472386845,0.16985133762535815,2.780066967010498,4.9259796142578125
3,5,0.08914595508825132,31.741575947114047,55.86987691525887,0.16777185907247727,1.0,0.5901912775325618,0.24375770232154542,2.9450042247772217,4.9397149085998535
3,6,0.08357150572911867,34.05882489850096,55.98649180767729,0.16429408231967524,1.0,0.49154373209643093,0.17930042263767298,2.958573341369629,4.979766845703125
3,7,0.07765034296281235,33.35488162657582,59.562301643134944,0.05413335431398325,1.0,0.5066366674912908,0.18483392459454578,2.9434056282043457,4.721858024597168
3,8,0.07277859321987089,30.872691979827017,53.908255424351,0.2251858870304707,1.0,0.6309273419225401,0.26107815305881243,3.0203053951263428,5.049437522888184
3,9,0.06949757733984442,34.81030882294162,59.561730975755175,0.054151478954556964,1.0,0.35217007901361386,0.14951901482569196,3.1063919067382812,4.737400054931641
3,10,0.06813309596607982,31.70685417051018,55.509308729156494,0.1784791206123959,1.0,0.6014591942006795,0.2376631755053424,3.173354148864746,4.917893886566162
3,11,0.061669444038019695,33.400008777946205,56.40457613620833,0.15176605607714488,1.0,0.5102303948089427,0.1994216218244976,3.094083309173584,4.940857410430908
3,12,0.05909582679381787,33.02840562852854,55.74462317229575,0.17149919297012006,1.0,0.5488236723539306,0.20427594537472823,3.192833423614502,4.865399360656738
3,13,0.05752409966275659,33.776251223764966,58.7792582754475,0.07883978869912334,1.0,0.42473706207614154,0.19441961651950898,3.1242146492004395,4.739969730377197
3,14,0.05446669405312696,32.58164014897333,55.51301084808832,0.1783695364907384,1.0,0.5669982346396145,0.21507127336295712,3.2182457447052,4.9124860763549805
3,15,0.05296946174625331,32.41079937319805,54.98174252761027,0.19402055281286823,1.0,0.5681408486335942,0.2333923219000745,3.2433226108551025,4.983922004699707
3,16,0.051069035842871334,33.792029705894116,59.64467557143994,0.051515301395383184,1.0,0.4143990139741822,0.171808602611549,3.0386369228363037,4.736063480377197
3,17,0.04946227806295288,31.03401363289953,53.40788419892049,0.23950263357736457,1.0,0.6518186645276066,0.27296364271626355,3.25730562210083,4.983284950256348
3,18,0.04651555066110382,29.799673084496778,53.64890346089177,0.23262319610248994,1.0,0.7073982744318141,0.2906684663802029,3.2491071224212646,5.095240116119385
3,19,0.04592331752663654,31.111429175303947,52.974399080472544,0.2517976883505544,1.0,0.6616285493118088,0.25377926567758624,3.3111159801483154,5.039781093597412
3,20,0.04394410433441338,33.34436741811808,54.38485544347394,0.2114251450165543,1.0,0.5705984961901245,0.26273882216603117,3.229926586151123,4.9609375
3,21,0.04425326150327718,30.209530766895067,53.61170662595019,0.23368693053704115,1.0,0.6900321612976392,0.30764301309156716,3.2745308876037598,5.002275466918945
3,22,0.04045636900603366,33.105609585363084,58.31915567229684,0.09320436005197896,1.0,0.4742338331429924,0.2205928019038595,3.2208499908447266,4.750551700592041
3,23,0.039842553536860746,31.96825542531,54.52177667799207,0.2074494587839193,1.0,0.6076047475556082,0.2809500389426094,3.246904134750366,4.9537458419799805
3,24,0.038508791988813885,31.30389847949049,55.49638466260502,0.1788616205841672,1.0,0.6221621191659598,0.2846752502486925,3.3319411277770996,4.874659538269043
3,25,0.03719948392253867,30.22552405988641,53.37992611693898,0.24029863899428727,1.0,0.6889193522922159,0.3298325986867708,3.3236100673675537,4.9196672439575195
3,26,0.03703486639809592,30.790806116080713,53.201193267421864,0.24537756194258753,1.0,0.6575459713109795,0.3091474151009797,3.2891883850097656,5.02962589263916
3,27,0.03584550429075236,33.02276897610528,57.13314747401036,0.12971145370104076,1.0,0.5012305958394754,0.26622554755285244,3.3629233837127686,4.838434219360352
3,28,0.033421183481018635,32.982256016267485,53.12943775573894,0.24741179461179763,1.0,0.603710967248231,0.30077902730070744,3.348594903945923,5.04592752456665
3,29,0.03301248791662775,31.985204413434715,55.67255143639527,0.17364013097379505,1.0,0.5759140196955,0.2954405273334596,3.336601972579956,4.916088581085205
