target,R2,RMSE,MAE,split_mode,model,embedding_dim,engineered_dim,input_dim,train_rows,val_rows,test_rows,best_epoch,best_val_loss,model_seed,split_seed
PM2.5,0.9353353977203369,11.82904153999312,5.686977863311768,random,t7_multimodal_gru_bidir_no_pm_inputs,4096,112,4208,18059,3187,5312,65,0.023291198536753654,11,42
PM10,0.9548285603523254,24.476153543503447,11.104442596435547,random,t7_multimodal_gru_bidir_no_pm_inputs,4096,112,4208,18059,3187,5312,65,0.023291198536753654,11,42
aqi,0.9435676336288452,26.016895380018802,13.11475658416748,random,t7_multimodal_gru_bidir_no_pm_inputs,4096,112,4208,18059,3187,5312,65,0.023291198536753654,11,42
Average,0.9445771972338358,20.774030154505123,9.968725681304932,random,t7_multimodal_gru_bidir_no_pm_inputs,4096,112,4208,18059,3187,5312,65,0.023291198536753654,11,42
