target,R2,RMSE,MAE,split_mode,model,embedding_dim,engineered_dim,input_dim,train_rows,val_rows,test_rows,best_epoch,best_val_loss,model_seed,split_seed
PM2.5,0.9403762817382812,11.358626098292888,5.554211616516113,random,t7_multimodal_gru_no_pm_inputs,2048,112,2160,18059,3187,5312,80,0.021743409478893645,42,42
PM10,0.9623132348060608,22.3565939100697,10.677593231201172,random,t7_multimodal_gru_no_pm_inputs,2048,112,2160,18059,3187,5312,80,0.021743409478893645,42,42
aqi,0.9494349956512451,24.62728391018727,12.483990669250488,random,t7_multimodal_gru_no_pm_inputs,2048,112,2160,18059,3187,5312,80,0.021743409478893645,42,42
Average,0.9507081707318624,19.447501306183288,9.571931838989258,random,t7_multimodal_gru_no_pm_inputs,2048,112,2160,18059,3187,5312,80,0.021743409478893645,42,42
