epoch,train_loss,val_loss
1,0.2677146771424253,0.20787036762787744
2,0.15944961836220514,0.12817727487820846
3,0.09768842412552363,0.07779661623331216
4,0.07111398277568146,0.06696890896329513
5,0.059663853804830094,0.0578596993134572
6,0.05131691418798037,0.04883389289562519
7,0.04579921803948745,0.04490376005952175
8,0.042688121363310745,0.041525267637692966
9,0.03846487555075699,0.04095894728715603
10,0.036862986870634724,0.036699619717322864
11,0.034953984917259553,0.037060848652170256
12,0.03234852971115582,0.03515436156437947
13,0.03097532970279875,0.03290583895376095
14,0.029095081245185624,0.03263156502865828
15,0.028408584486640676,0.03150680618217358
16,0.027084918220488117,0.029953337489412382
17,0.02613621931785429,0.02978477641366995
18,0.025107472164320275,0.0294924729432051
19,0.02477116717524092,0.029415882264192287
20,0.023519218859957978,0.02865381882740901
21,0.022695043399720123,0.027800338342785835
22,0.021678057630402103,0.02657773460333164
23,0.021859495926805785,0.02683042620237057
24,0.021164777373868814,0.02710840951364774
25,0.020524368450885087,0.027246820812041942
26,0.01941324830789801,0.026123111494458638
27,0.01917269181879893,0.0270097002100486
28,0.01932318722435706,0.026670643916496865
29,0.01927451495553406,0.025267268531024456
30,0.018404475439497282,0.026161177943532284
31,0.018047201604595487,0.02544649153088148
32,0.01744675203423265,0.024844313470216896
33,0.0175038358904946,0.024761330193051927
34,0.01646220632894358,0.02410896444836488
35,0.016823080591332744,0.02445076398838025
36,0.01671097609935932,0.024613764137029648
37,0.016281872069541837,0.026024694841068525
38,0.015330289359348761,0.024953449001679055
39,0.015568921040796059,0.02428811523490227
40,0.015460545223363688,0.024038294760080483
41,0.014722704139708633,0.02409714789917836
42,0.014911425234356396,0.02374037319364456
43,0.014371918356964285,0.023828267549666073
44,0.014006740898943283,0.023753455195289392
45,0.014386445336358649,0.022819270093280535
46,0.014285683159677076,0.023370218821443044
47,0.013666206852755916,0.022323855342200168
48,0.013329353327797333,0.022943354068467252
49,0.013206274865168921,0.022242545508421384
50,0.013271460899899543,0.02296545671728941
51,0.013269217212645101,0.022783600080471773
52,0.013298758318726445,0.02229320895499908
53,0.012725534297945634,0.022187775000929832
54,0.01279486461319554,0.022976482931811076
55,0.012703616736115704,0.022861983483800523
56,0.012376167273647348,0.02232212322549178
57,0.01249678078776514,0.022507071136855163
58,0.011931684064928075,0.02255249575067025
59,0.012181179388098314,0.021636780996162158
60,0.012189825616357192,0.02253923321572634
61,0.011970225695363233,0.022327387848725684
62,0.012054891889573822,0.02269312947128828
63,0.01177221669120268,0.0220547213147466
64,0.011668841839886047,0.022277940924351033
65,0.01167848118593995,0.022034878341051247
66,0.01122830299214578,0.02145991760950822
67,0.011231322759683703,0.023317094462422226
68,0.011400381385178213,0.02129221600122177
69,0.011111721409563447,0.02212456979144078
70,0.01128097699010666,0.021364708359424885
71,0.01162516880570583,0.020923117247338478
72,0.011146679638661968,0.021461351631352536
73,0.010881780122052615,0.02114734576585201
74,0.010569545650251314,0.021133751536791142
75,0.010905841221167167,0.021807492495729372
76,0.010794581268245066,0.020733096063710175
77,0.010713497163649176,0.021641414254330672
78,0.010397790583558905,0.021279275274047486
79,0.01039605957626457,0.02169715204777626
80,0.010197595837460438,0.02184731190880904
