epoch,train_loss,val_MAE,val_RMSE,val_R2,val_finite_fraction,val_Pearson,val_Spearman,test_MAE,test_RMSE,test_R2,test_finite_fraction,test_Pearson,test_Spearman
1,2.8348591339499425,46.339147432945495,48.948965268950516,-7.936380744832741,1.0,0.5844063387983625,0.4379774631223403,44.079758608135684,46.91760899931296,-6.8846883857916685,1.0,0.598813483599852,0.40158245494501105
2,1.4103665314892089,22.692025529783827,27.406381473172974,-1.8014187405245243,1.0,0.4754515334305148,0.3928684409457901,21.57244966907063,26.766817913210634,-1.5662932398084597,1.0,0.47079208570234826,0.33541318833632117
3,0.5272758200801632,14.281972020171409,19.256560049735576,-0.3830314285794243,1.0,0.5886330964521473,0.42174576476592474,13.140489622094165,18.813951941594585,-0.26786452810718764,1.0,0.5969125263487343,0.37968707288218245
4,0.23918973238533248,11.59590456097625,14.51597827659479,0.21410006667181924,1.0,0.6422454896822838,0.5941131894635588,12.2388874251267,15.96851071269788,0.08664077660712255,1.0,0.6754717163333127,0.5689973537651241
5,0.2226158879678835,11.144901697025743,15.273343777194691,0.12995265328869465,1.0,0.6372766617159424,0.4164138405965208,9.20799463644795,12.872809836613374,0.4064470084645929,1.0,0.7587293496151264,0.4360116214942633
6,0.1527026548944691,8.571719945863236,12.319888436129661,0.43390648099552187,1.0,0.7637108827330055,0.6862941368737143,6.787648025600389,9.633715429705239,0.6675698405553303,1.0,0.8562817004255344,0.6911994736378472
7,0.16243911222104104,6.838825403257858,10.475104427063625,0.5907474867986306,1.0,0.8005326785979124,0.615016219614408,6.062543890942102,8.391404814153193,0.7477784814850421,1.0,0.8736241844405652,0.6105365944230383
8,0.1508067720950981,9.216069177139637,12.586488263834719,0.4091410979554264,1.0,0.7900988376124432,0.6597477604338323,6.714071821892398,9.903934826295725,0.6486594002182458,1.0,0.8534492322408773,0.6541359334765394
9,0.17251261085197883,13.581189338551011,16.822063281236773,-0.05543904745088857,1.0,0.7489312986908059,0.6027763866095993,10.599915071465503,13.6432500856175,0.3332723430171629,1.0,0.8440404035134491,0.6075922945036821
10,0.14301162499647874,9.027306212935336,12.657557706050396,0.40244970550502346,1.0,0.7232365638595487,0.6005775577043406,6.85045591990153,9.692494497055081,0.6635008922315289,1.0,0.8302596598712321,0.6126149237778781
11,0.14616915692688515,8.833459122236384,12.040329439983406,0.45930622112794994,1.0,0.7505589459219095,0.5208251839775568,7.020824311793535,9.823277339508872,0.6543587221853484,1.0,0.8330282652870213,0.5729078945248882
12,0.15752409823774996,7.99868089099263,11.000711123043587,0.5486471871152464,1.0,0.7945815815872306,0.6278034005870493,6.580157225159393,9.492535404347365,0.6772418317722326,1.0,0.8412407927496983,0.6370535246564973
13,0.12598808592291683,8.12804506545843,11.098991207325504,0.5405464119798677,1.0,0.8342820437255424,0.7028278203158306,6.768674088620592,9.739987869147686,0.6601951112313331,1.0,0.8554846491046346,0.6485572599451277
14,0.16467505453094358,8.415590585664262,11.265375064981692,0.5266679155395937,1.0,0.8296928575552072,0.6980338070803311,7.330677438056332,10.33889949708075,0.6171211136453276,1.0,0.8409824866821431,0.6262061039009745
15,0.14063038675128378,7.1854933694351555,10.89602188755393,0.5571969876736526,1.0,0.7785169912763298,0.5786364538213952,5.9195932081375995,8.775286167889487,0.7241738949322915,1.0,0.8592310909867845,0.5931989521734546
16,0.13638440600917592,9.376395924146784,13.26756162054759,0.34346654785426933,1.0,0.7436237987116809,0.5898004649583949,7.849912511891332,10.852755943808805,0.5781161853062684,1.0,0.8301477885269115,0.6299890279459677
