target,R2,RMSE,MAE
PM2.5,0.9469163091660927,10.717583105203879,4.855673054348644
PM10,0.9654791337292619,21.396954036514757,9.332824883546685
aqi,0.9550818713696959,23.211447043674035,11.135010146423195
Average,0.9558257714216835,18.441994728464223,8.441169361439508
