cv_fold,epoch,train_loss,val_MAE,val_RMSE,val_R2,val_finite_fraction,val_Pearson,val_Spearman,val_pred_model_min,val_pred_model_max
4,1,0.47451960537188775,24.895151559637405,32.962336250266695,-1.5191798914536574,1.0,-0.4514813579461973,-0.45076628516527434,2.6231446266174316,10.37302017211914
4,2,0.1267627405175198,23.990956897595506,31.48200110993646,-1.2979886014669897,1.0,-0.4212952972869085,-0.45486145747372436,3.020404100418091,8.218161582946777
4,3,0.10458196923441772,24.480236803161365,30.8589603916294,-1.207932501089941,1.0,-0.3523357648313616,-0.48129032547487405,3.097144603729248,7.693770408630371
4,4,0.09251313405165236,29.661470824563633,38.16031512265087,-2.3763473173146985,1.0,-0.4319767096714999,-0.4812455727024483,3.080550193786621,7.416268348693848
4,5,0.08317884320133172,27.127601611648718,35.416496726947024,-1.908267905506369,1.0,-0.4728922591247369,-0.5136646674638504,3.073042392730713,7.000512599945068
4,6,0.07869891604533258,27.886627891773163,35.60325292510453,-1.939020189151405,1.0,-0.35865647799514716,-0.4666766565851376,3.1917834281921387,7.0571699142456055
4,7,0.07249991907199331,25.709854353516928,33.19255225566648,-1.554491757324039,1.0,-0.4142820041335056,-0.47862213811206283,3.246255397796631,6.911262035369873
4,8,0.06741103215864051,28.160214791127046,36.059893642581635,-2.014894317925479,1.0,-0.3949380955695389,-0.5133513724900323,3.322869062423706,6.703494548797607
4,9,0.06430047120961854,29.602827356569012,37.52523952787683,-2.2649020495708907,1.0,-0.39004265424148044,-0.4864225833575059,3.194199323654175,6.581334114074707
4,10,0.061652682009528385,25.438941522560484,32.56857046505517,-1.45935149476847,1.0,-0.4033275592391912,-0.5017975712638746,3.205533742904663,6.184871673583984
4,11,0.06114441004692856,27.926583440166365,35.319733576712025,-1.8923979714998076,1.0,-0.3501346500919814,-0.4464142446651532,3.3132214546203613,6.248752117156982
4,12,0.056628596667179225,24.39174870852503,31.967154761678756,-1.3693606831156684,1.0,-0.41743105433560723,-0.4290248588767624,3.2108163833618164,6.078006267547607
4,13,0.052898930365127675,24.990236979827777,32.03346802014509,-1.379200970429368,1.0,-0.4184950934149301,-0.503022806090624,3.167815923690796,6.140903949737549
