max_input_overlap_mean,max_input_overlap_median,max_input_overlap_max,max_input_overlap_frac_ge_1,max_input_overlap_frac_ge_6,max_input_overlap_frac_ge_11,max_input_overlap_frac_ge_12,max_input_overlap_frac_eq_0,max_target_overlap_mean,max_target_overlap_median,max_target_overlap_max,max_target_overlap_frac_ge_1,max_target_overlap_frac_ge_6,max_target_overlap_frac_ge_11,max_target_overlap_frac_ge_12,max_target_overlap_frac_eq_0,max_combined_overlap_mean,max_combined_overlap_median,max_combined_overlap_max,max_combined_overlap_frac_ge_1,max_combined_overlap_frac_ge_6,max_combined_overlap_frac_ge_11,max_combined_overlap_frac_ge_12,max_combined_overlap_frac_eq_0,manifest,split_col,train_name,eval_name,train_sequences,eval_sequences,input_col,target_col,target_id_col
0.0167853509664293,0.0,11.0,0.002797558494404883,0.001525940996948118,0.000254323499491353,0.0,0.9972024415055951,0.0167853509664293,0.0,11.0,0.002797558494404883,0.001525940996948118,0.000254323499491353,0.0,0.9972024415055951,0.07019328585961343,0.0,23.0,0.005849440488301119,0.004577822990844354,0.003306205493387589,0.003051881993896236,0.9941505595116988,experiments/traqid_pretraining_v1/data/processed/forecasting_sequences/traqid_forecast_T12_H12_manifest.csv,split_chrono_forecast,train,val,18352,3932,input_row_ids,target_row_ids,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,experiments/traqid_pretraining_v1/data/processed/forecasting_sequences/traqid_forecast_T12_H12_manifest.csv,split_chrono_forecast,train,test,18352,3934,input_row_ids,target_row_ids,
