epoch,train_loss,val_MAE,val_RMSE,val_R2,val_Pearson,val_Spearman,test_MAE,test_RMSE,test_R2,test_Pearson,test_Spearman
1,0.558561463710301,40.01880946736305,66.80321215163826,-0.30801637237981616,0.19209870594419443,0.22842247720719427,27.18238291966955,46.090766532795946,-0.12302237083805623,0.322346032751479,0.3039339158601387
2,0.20588590762066458,37.31903541349193,62.12894558661471,-0.13137468052340817,0.23445716264812272,0.2464574345079998,27.48861421188765,42.46422888837135,0.04674952585016545,0.33496889124254725,0.2692691560869761
3,0.17423998214048977,38.66188320402916,64.27924322606015,-0.2110442143527269,0.258773186365319,0.23575402029942005,27.723386916300445,43.77640925925157,-0.013073178792910367,0.3370594847767395,0.25690436032859654
4,0.15509769169668303,36.63721881042688,61.46493879321368,-0.10732064248625739,0.3060437030112063,0.34704745704242407,25.29523542925827,41.35599632777249,0.09585617211528541,0.4179719275535838,0.3698713545037079
5,0.14440448467796438,36.85986398555275,61.378610779736526,-0.10421234488467546,0.3085573788933523,0.29982119192058443,26.14995042246009,41.584712936644,0.08582790268021023,0.39022260610629944,0.31772375881659465
6,0.13185401431528862,36.25357720383212,59.876124724747555,-0.05081401825181575,0.3070745711246943,0.30197494584096846,26.097749652402086,41.190415807206804,0.10308167353777542,0.38484684238571987,0.3291481516849787
7,0.12517101379190815,37.24293504973762,61.95394780399628,-0.1250102002202369,0.3079362763010052,0.31457365773906315,26.139845307717298,41.885597091911215,0.07255114922942774,0.40688852322699953,0.32814585557232745
8,0.1178927456076332,36.92666752470864,61.14914160662025,-0.0959713943612519,0.2814950692236875,0.2835982138421687,26.30945453765686,41.71590035802895,0.08005092166519001,0.3804785637574214,0.3167191403216027
9,0.10771166813965383,37.0095058190517,61.93276788473663,-0.12424112728365988,0.30525047562477475,0.33121794746398986,25.25697108180585,42.33704181962672,0.05245124556055658,0.3948118881146793,0.3675217177541557
10,0.1036867965754376,36.72029861884239,60.54605547174414,-0.07445986580201103,0.29706839884974584,0.29965557892017836,25.464975682087964,40.38595585985411,0.13777367507396798,0.4344075562792197,0.3800916564573119
11,0.09703634486968918,37.075702122898186,61.74179625632504,-0.11731855133946878,0.30714124908855245,0.29406668935294705,25.640842109633883,41.431589952066794,0.09254782603317635,0.4114879325524645,0.3467489848851765
12,0.09446891963386657,36.00171218901618,60.40348258289203,-0.06940558167069621,0.3179164219786851,0.34419078832386524,25.01102482499985,40.409839593025545,0.1367535544745747,0.43569079997322024,0.38426191764756473
13,0.089025764031785,35.84857200175269,60.56487707729612,-0.07512799200548881,0.2947577121781811,0.3341773150085373,24.861822367145393,40.36759807685188,0.13855736167640642,0.4313122513883777,0.3804735446875885
14,0.08256930080471238,36.204823936152664,60.49963729650918,-0.07281300879068886,0.3076071930479697,0.3115131602060326,25.175054513851002,40.53586015010478,0.13136098532796792,0.4304379427174134,0.3761214460838787
15,0.07938716694713446,36.61047216664013,61.6673500188371,-0.11462572348850131,0.3013182828806821,0.315297361073915,25.735002510559333,41.65057520316559,0.08292986048086293,0.4121783334131697,0.33286553946569125
16,0.07552318074675643,36.209879248570175,60.861068192121905,-0.08566948218381798,0.3011457483220773,0.3254443391263992,25.009616488853904,41.12989925542724,0.10571522460225946,0.4208691828152834,0.3843056134560737
17,0.07146529535964809,35.70510350129543,59.75270546256511,-0.046486516116898136,0.30603503825128653,0.33294856903320424,25.342067122613308,39.79804844394646,0.1626942022267166,0.44165486031600604,0.3627935473435461
18,0.06731853265403881,36.419546029506584,60.9037763409634,-0.08719371446538271,0.2956131898986334,0.33084729732113827,25.127663755675417,40.84601871258418,0.11801741548709788,0.4255329428806082,0.3733069655020655
19,0.06387358726549688,36.00024842859333,60.44047449617843,-0.07071581976285057,0.28943105818559545,0.2943505152105361,25.871730524103,40.3952258938383,0.13737780554508594,0.4183145271558747,0.339279051870788
20,0.06151905995275791,36.85548090323424,61.84826565002378,-0.12117534868683455,0.28702626834062406,0.31054942896435916,25.160696813434154,41.57966346606013,0.08604989795353946,0.4114361721185156,0.36639043703884216
